id;ELEVATION;NAME;FNAME;STATION_TYP;T;SRA;SCE;SCEa;SSV;P;F;RGLB;X;Y;nut3;nam
B2SATO01;238;äatov;äatov;ASS;;SRA;SCE;;;;;;16.020556;48.789167;Jihomoravsky;Jihomoravsky/B2SATO01
B2SEDC01;474;Sedlec;Sedlec;AMS;T;SRA;SCE;;SSV;P;F;;16.120556;49.170833;Vysocina;Vysocina/B2SEDC01
B2SEJR01;519;Sej¯ek;Sej¯ek;MSS;;SRA;SCE;;;;;;16.3103;49.4367;Vysocina;Vysocina/B2SEJR01
B2SLAB01;211;Slavkov u Brna;Slavkov u Brna;MSS;;SRA;SCE;;;;;;16.879167;49.1575;Jihomoravsky;Jihomoravsky/B2SLAB01
B2SOSU01;533;äoö˘vka;äoö˘vka;MSS;;SRA;SCE;;;;;;16.746944;49.414444;Jihomoravsky;Jihomoravsky/B2SOSU01
B2STAL01;639;Slavonice;Slavonice, St·lkov;MSS;;SRA;SCE;;;;;;15.2843;49.0292;Jihocesky;Jihocesky/B2STAL01
B2STEM01;617;ätÏmÏchy;ätÏmÏchy;MSS;;SRA;SCE;;;;;;15.7133;49.1936;Vysocina;Vysocina/B2STEM01
B2STEP01;365;ätÏp·nov nad Svratkou;ätÏp·nov nad Svratkou;MSS;;SRA;SCE;;;;;;16.3333;49.5;Vysocina;Vysocina/B2STEP01
B2STHU01;427;StarÈ HutÏ;StarÈ HutÏ;ASS;;SRA;SCE;;;;;;17.2883;49.1372;Zlinsky;Zlinsky/B2STHU01
B2STRA01;445;Str·ûek;Str·ûek;MSS;;SRA;SCE;;;;;;16.198;49.4411;Vysocina;Vysocina/B2STRA01
B2STRE01;325;St¯elice;St¯elice;ASS;;SRA;;;;;;;15.9828;48.9934;Jihomoravsky;Jihomoravsky/B2STRE01
B2SVLK01;395;Stvolov·;Stvolov·, Sk¯ib;MSS;;SRA;SCE;;;;;;16.550556;49.589167;Jihomoravsky;Jihomoravsky/B2SVLK01
B2TESA01;209;TÏöany;TÏöany;MSS;;SRA;SCE;;;;;;16.7658;49.0419;Jihomoravsky;Jihomoravsky/B2TESA01
B2TREB01;463;T¯ebÌË;T¯ebÌË, Podkl·öte¯Ì;MSS;;SRA;SCE;;;;;;15.87;49.2236;Vysocina;Vysocina/B2TREB01
B2TRES01;574;T¯eöù;T¯eöù;ASS;;SRA;SCE;;;;;;15.476111;49.293889;Vysocina;Vysocina/B2TRES01
B2TROU01;278;Troubsko;Troubsko;AKS2;T;SRA;SCE;;;;F;;16.5074;49.1745;Jihomoravsky;Jihomoravsky/B2TROU01
B2VALT01;195;Valtice;Valtice;MSS;;SRA;SCE;;;;;;16.759167;48.745833;Jihomoravsky;Jihomoravsky/B2VALT01
B2VATI01;558;VatÌn;VatÌn;AKS1;T;SRA;SCE;;SSV;;F;;15.96806;49.52306;Vysocina;Vysocina/B2VATI01
B2VBIT01;485;Velk· BÌteö;Velk· BÌteö;ASS;;SRA;SCE;;;;;;16.221;49.2918;Vysocina;Vysocina/B2VBIT01
B2VEBI01;246;Veversk· BÌt˝öka;Veversk· BÌt˝öka;MSS;;SRA;SCE;;;;;;16.4317;49.2767;Jihomoravsky;Jihomoravsky/B2VEBI01
B2VECO01;550;VÏcov;VÏcov, JimramovskÈ Pavlovice;MSS;;SRA;SCE;;;;;;16.2019;49.6153;Vysocina;Vysocina/B2VECO01
B2VIRP01;473;VÌr;VÌr;MSS;;SRA;SCE;;;;;;16.3139;49.5642;Vysocina;Vysocina/B2VIRP01
B2VMEZ01;452;VelkÈ Mezi¯ÌËÌ;VelkÈ Mezi¯ÌËÌ;AKS1;T;SRA;SCE;;SSV;;F;;16.0086;49.3528;Vysocina;Vysocina/B2VMEZ01
B2VRAN01;354;Vranov nad DyjÌ;Vranov nad DyjÌ;MSS;;SRA;SCE;;;;;;15.8186;48.9056;Jihomoravsky;Jihomoravsky/B2VRAN01
B2VSTU01;568;VysokÈ Studnice;VysokÈ Studnice;ASS;;SRA;SCE;;;;;;15.7303;49.3931;Vysocina;Vysocina/B2VSTU01
B2ZAST01;375;Zast·vka;Zast·vka;MSS;;SRA;SCE;;;;;;16.36313;49.19298;Jihomoravsky;Jihomoravsky/B2ZAST01
B2ZDAN01;238;éd·nice;éd·nice;AKS3;T;SRA;SCE;;;;;;17.025556;49.071944;Jihomoravsky;Jihomoravsky/B2ZDAN01
B2ZIDL01;183;éidlochovice;éidlochovice;MSS;;SRA;SCE;;;;;;16.6152;49.0319;Jihomoravsky;Jihomoravsky/B2ZIDL01
B4HERA01;685;Her·lec;Her·lec;ASNS;T;;;SCEa;;;;;15.960258;49.694406;Vysocina;Vysocina/B4HERA01
B4NEMO00;280;Nemochovice;Nemochovice;ASS;;;;;;;;;17.1333;49.1833;Jihomoravsky;Jihomoravsky/B4NEMO00
B4SUMR01;650;Studen·;Studen·, Sumrakov;ASNS;T;;;SCEa;;;;;15.330078;49.175992;Jihocesky;Jihocesky/B4SUMR01
B4ZITK01;705;éÌtkov·;éÌtkov·;ASNS;T;;;SCEa;;;;;17.867778;48.9925;Zlinsky;Zlinsky/B4ZITK01
C1BAVO01;416;Bavorov;Bavorov;MSS;;SRA;SCE;;;;;;14.089722;49.123889;Jihocesky;Jihocesky/C1BAVO01
C1BERN01;485;Bernartice;Bernartice;ASS;;SRA;SCE;;;;;;14.389167;49.366111;Jihocesky;Jihocesky/C1BERN01
C1BLAD01;898;Borov· Lada;Borov· Lada;AKS3;T;SRA;SCE;;;;;;13.661958;48.99055;Jihocesky;Jihocesky/C1BLAD01
C1BLAT01;452;Blatn·;Blatn·;MSS;;SRA;SCE;;;;;;13.8731;49.4333;Jihocesky;Jihocesky/C1BLAT01
C1BREZ01;493;B¯eznice;B¯eznice;ASS;;SRA;SCE;;;;;;13.9461;49.5542;Stredocesky;Stredocesky/C1BREZ01
C1BRZKTT;1154;B¯eznÌk;B¯eznÌk, HraniËnÌ slaù;TOTAL;;;SCE;;;;;;13.4892;48.9547;Plzensky;Plzensky/C1BRZKTT
C1CDVU01;588;»erven˝ Dv˘r;»erven˝ Dv˘r, Chvalöiny;MSS;;SRA;SCE;;;;;;14.2378;48.8514;Jihocesky;Jihocesky/C1CDVU01
C1CERP01;740;»ern· v PoöumavÌ;»ern· v PoöumavÌ;AKS1;T;SRA;SCE;;SSV;;F;;14.1072;48.7356;Jihocesky;Jihocesky/C1CERP01
C1FILH01;1110;Filipova Huù;Filipova Huù;ASS;;SRA;SCE;;;;;;13.52;49.03;Plzensky;Plzensky/C1FILH01
C1FILHTT;1112;Filipova Huù;Filipova Huù;TOTAL;;;;;;;;;13.5192;49.0294;Plzensky;Plzensky/C1FILHTT
C1FRAN01;726;Frantoly;Frantoly;MSS;;SRA;SCE;;;;;;14.100278;48.9825;Jihocesky;Jihocesky/C1FRAN01
C1HKVI01;1052;Horsk· Kvilda;Horsk· Kvilda;AKS3;T;SRA;SCE;;;;;;13.56502;49.053673;Plzensky;Plzensky/C1HKVI01
C1HLHO01;445;HoraûÔovick· Lhota;HoraûÔovick· Lhota;MSS;;SRA;SCE;;;;;;13.6897;49.3486;Plzensky;Plzensky/C1HLHO01
C1HLUB01;410;Hlubok· nad Vltavou;Hlubok· nad Vltavou;ASS;;SRA;SCE;;;;;;14.4356;49.0542;Jihocesky;Jihocesky/C1HLUB01
C1HUSI01;483;Husinec;Husinec;AKS1;T;SRA;SCE;;SSV;;F;;13.9883;49.0522;Jihocesky;Jihocesky/C1HUSI01
C1CHAN01;533;Chanovice;Chanovice;ASS;;SRA;SCE;;;;;;13.7194;49.4019;Plzensky;Plzensky/C1CHAN01
C1CHEL01;451;ChelËice;ChelËice;ASS;;SRA;;;;;;;14.169367;49.119265;Jihocesky;Jihocesky/C1CHEL01
C1CHUR01;1117.8;Chur·Úov;Chur·Úov;AMS1;T;SRA;SCE;;SSV;P;F;RGLB_D;13.615278;49.068333;Jihocesky;Jihocesky/C1CHUR01
C1JELE01;810;JelenÌ;JelenÌ, Nov· Pec;ASS;;SRA;;;;;;;13.8897;48.8031;Jihocesky;Jihocesky/C1JELE01
C1KATO01;412;Katovice;Katovice;MSS;;SRA;SCE;;;;;;13.831944;49.270833;Jihocesky;Jihocesky/C1KATO01
C1KEST01;381;Kest¯any;Kest¯any;ASS;;SRA;SCE;;;;;;14.0736;49.2681;Jihocesky;Jihocesky/C1KEST01
C1KHOR01;728;KaöperskÈ Hory;KaöperskÈ Hory;AKS;T;SRA;SCE;;;;F;;13.55;49.145556;Plzensky;Plzensky/C1KHOR01
C1KHUT01;1010;Kubova Huù;Kubova Huù;MSS;;SRA;SCE;;;;;;13.7722;48.9839;Jihocesky;Jihocesky/C1KHUT01
C1KNSTTT;1126;KnÌûecÌ Stolec;KnÌûecÌ Stolec;TOTAL;;;;;;;;;14.0119;48.8472;Jihocesky;Jihocesky/C1KNSTTT
C1KOCE01;519;Kocelovice;Kocelovice;AMS1;T;SRA;SCE;;SSV;P;F;RGLB_D;13.838611;49.467222;Jihocesky;Jihocesky/C1KOCE01
C1KPLATT;1018;KnÌûecÌ Pl·nÏ;KnÌûecÌ Pl·nÏ, Borov· Lada;TOTAL;;;;;;;;;13.625;48.9572;Jihocesky;Jihocesky/C1KPLATT
C1KRSI01;430;Krsice;Krsice;ASS;;SRA;SCE;;;;;;14.0725;49.484444;Jihocesky;Jihocesky/C1KRSI01
C1KTIS01;758;Ktiö;Ktiö, Tisovka;AKS2;T;SRA;SCE;;;;F;;14.1058;48.9033;Jihocesky;Jihocesky/C1KTIS01
C1KVIL01;1059;Kvilda;Kvilda;AKS3;T;SRA;SCE;;;;;;13.5792;49.0192;Jihocesky;Jihocesky/C1KVIL01
C1NALH01;495;NalûovskÈ Hory;NalûovskÈ Hory;ASS;;SRA;SCE;;;;;;13.5486;49.3347;Plzensky;Plzensky/C1NALH01
C1NEMC01;436;NÏmËice;NÏmËice;MSS;;SRA;SCE;;;;;;14.2714;49.0308;Jihocesky;Jihocesky/C1NEMC01
C1ORLV01;431;OrlÌk nad Vltavou;OrlÌk nad Vltavou;ASS;;SRA;SCE;;;;;;14.1683;49.5036;Jihocesky;Jihocesky/C1ORLV01
C1PASE01;482;Paseky;Paseky;ASS;;SRA;SCE;;;;;;14.2678;49.2497;Jihocesky;Jihocesky/C1PASE01
C1PLCHTT;1344;Plech˝;Plech˝, TrojmezÌ;TOTAL;;;;;;;;;13.851601;48.771198;Jihocesky;Jihocesky/C1PLCHTT
C1POLETT;1312;PolednÌk;PolednÌk;TOTAL;;;SCE;;;;;;13.3958;49.0642;Plzensky;Plzensky/C1POLETT
C1PRAS01;883;Pr·öily;Pr·öily;ASS;;SRA;SCE;;;;;;13.3786;49.1069;Plzensky;Plzensky/C1PRAS01
C1PRCH01;607;Prachatice;Prachatice;MSS;;SRA;SCE;;;;;;13.9944;49.0078;Jihocesky;Jihocesky/C1PRCH01
C1RADO01;570;Radoöice;Radoöice;ASS;;SRA;SCE;;;;;;13.7272;49.5322;Plzensky;Plzensky/C1RADO01
C1ROSLTT;1096;Rokytsk· slaù;Rokytsk· slaù;TOTAL;;;;;;;;;13.4167;49.0156;Plzensky;Plzensky/C1ROSLTT
C1ROZM01;538;Roûmit·l pod T¯emöÌnem;Roûmit·l pod T¯emöÌnem;AKS1;T;SRA;SCE;;SSV;P;F;;13.8664;49.605;Stredocesky;Stredocesky/C1ROZM01
C1SEDL01;511;Sedlice;Sedlice;AKS3;T;SRA;SCE;;;;;;13.9419;49.3756;Jihocesky;Jihocesky/C1SEDL01
C1SRNI01;857;SrnÌ;SrnÌ;MSS;;SRA;SCE;;;;;;13.4789;49.0869;Plzensky;Plzensky/C1SRNI01
C1STOZ01;797;Stoûec;Stoûec;MSS;;SRA;SCE;;;;;;13.821667;48.8569;Jihocesky;Jihocesky/C1STOZ01
C1STRA01;427;Strakonice;Strakonice;AKS1;T;SRA;SCE;;SSV;;F;;13.9242;49.2514;Jihocesky;Jihocesky/C1STRA01
C1STRS01;637;StraöÌn;StraöÌn;ASS;;SRA;;;;;;;13.6425;49.1797;Plzensky;Plzensky/C1STRS01
C1STRZ01;811;Str·ûn˝;Str·ûn˝;ASS;;SRA;;SCEa;;;;;13.72028;48.908822;Jihocesky;Jihocesky/C1STRZ01
C1SUSI01;484;Suöice;Suöice;MSS;;SRA;SCE;;;;;;13.5283;49.2381;Plzensky;Plzensky/C1SUSI01
C1TEME01;500;TemelÌn;TemelÌn;AMS1;T;SRA;SCE;;SSV;P;F;;14.342222;49.197778;Jihocesky;Jihocesky/C1TEME01
C1TOCH01;494;Tochovice;Tochovice;MSS;;SRA;SCE;;;;;;13.9897;49.6003;Stredocesky;Stredocesky/C1TOCH01
C1VACP01;738;Vacov;Vacov, Peckov;ASS;T;SRA;SCE;;;;F;;13.72;49.1336;Jihocesky;Jihocesky/C1VACP01
C1VIMP01;628;Vimperk;Vimperk;AKS3;T;SRA;SCE;SCEa;;;;;13.7825;49.065833;Jihocesky;Jihocesky/C1VIMP01
C1VLKO01;493;Vlkonice;Vlkonice;AKS1;T;SRA;SCE;SCEa;SSV;;F;;13.5897;49.3022;Plzensky;Plzensky/C1VLKO01
C1VOLR01;749;Volary;Volary;AKS2;T;SRA;SCE;;;;F;;13.88657;48.90881;Jihocesky;Jihocesky/C1VOLR01
C1VOLY01;448;VolynÏ;VolynÏ, Nihoöovice;ASS;;SRA;SCE;;;;;;13.8639;49.1875;Jihocesky;Jihocesky/C1VOLY01
C1VRAZ01;433;Vr·û;Vr·û;AKS1;T;SRA;SCE;;SSV;;F;;14.1289;49.3844;Jihocesky;Jihocesky/C1VRAZ01
C1ZALE01;569;Z·lezly;Z·lezly;MSS;;SRA;SCE;;;;;;13.8892;49.1078;Jihocesky;Jihocesky/C1ZALE01
C1ZAMY01;800;Z·myöl;Z·myöl;ASS;;SRA;SCE;;;;;;13.374402;49.22629;Plzensky;Plzensky/C1ZAMY01
C1ZAVI01;501;Z·viöÌn;Z·viöÌn;MSS;;SRA;SCE;;;;;;13.923056;49.487222;Jihocesky;Jihocesky/C1ZAVI01
C1ZBYT01;792;Zbytiny;Zbytiny;ASS;;SRA;SCE;;;;;;13.9889;48.9417;Jihocesky;Jihocesky/C1ZBYT01
C2BECH01;409;BechynÏ;BechynÏ;ASS;;SRA;SCE;;;;;;14.4708;49.3;Jihocesky;Jihocesky/C2BECH01
C2BENC01;665;Beneöov nad »ernou;Beneöov nad »ernou;MSS;;SRA;SCE;;;;;;14.6283;48.7311;Jihocesky;Jihocesky/C2BENC01
C2BESE01;593;Besednice;Besednice;MSS;;SRA;SCE;;;;;;14.5689;48.7958;Jihocesky;Jihocesky/C2BESE01
C2BORK01;419;Borkovice;Borkovice;AKS2;T;SRA;SCE;;;;F;;14.636825;49.207925;Jihocesky;Jihocesky/C2BORK01
C2BORS01;404;Boröov nad Vltavou;Boröov nad Vltavou;MSS;;SRA;SCE;;;;;;14.439722;48.926667;Jihocesky;Jihocesky/C2BORS01
C2BRLO01;559;Brloh;Brloh;MSS;;SRA;SCE;;;;;;14.2189;48.9269;Jihocesky;Jihocesky/C2BRLO01
C2BYNO01;475;ByÚov;ByÚov;AKS1;T;SRA;SCE;;SSV;;F;;14.799947;48.816603;Jihocesky;Jihocesky/C2BYNO01
C2CBUD01;394.6;»eskÈ BudÏjovice;»eskÈ BudÏjovice,Roûnov;AMS2;T;SRA;SCE;;SSV;P;F;RGLB_D;14.469722;48.951944;Jihocesky;Jihocesky/C2CBUD01
C2CERN01;580;»ernovice;»ernovice, Dobeöov;AKS2;T;SRA;SCE;;;;F;;14.9625;49.3575;Vysocina;Vysocina/C2CERN01
C2CKRU01;554;»esk˝ Krumlov;»esk˝ Krumlov, P¯ÌseËn·;AKS2;T;SRA;SCE;;;;F;;14.33935;48.832242;Jihocesky;Jihocesky/C2CKRU01
C2DDVO01;613;DolnÌ Dvo¯iötÏ;DolnÌ Dvo¯iötÏ;MSS;;SRA;SCE;;;;;;14.453611;48.657222;Jihocesky;Jihocesky/C2DDVO01
C2HLAS01;547;Hlasivo;Hlasivo;AKS2;T;SRA;SCE;;SSV;;F;;14.7561;49.4981;Jihocesky;Jihocesky/C2HLAS01
C2HRNH01;479;Hranice;Hranice;MSS;;SRA;SCE;;;;;;14.8494;48.8181;Jihocesky;Jihocesky/C2HRNH01
C2CHLT01;462;Chlum u T¯ebonÏ;Chlum u T¯ebonÏ;ASS;;SRA;SCE;;;;;;14.9358;48.9578;Jihocesky;Jihocesky/C2CHLT01
C2CHYN01;492;Ch˝nov;Ch˝nov;MSS;;SRA;SCE;;;;;;14.810556;49.414167;Jihocesky;Jihocesky/C2CHYN01
C2JHRA01;524;Jind¯ich˘v Hradec;Jind¯ich˘v Hradec, DÏbolÌn;AKS1;T;SRA;SCE;;SSV;;F;;14.9575;49.1556;Jihocesky;Jihocesky/C2JHRA01
C2JIST01;580;Jistebnice;Jistebnice;MSS;;SRA;SCE;;;;;;14.529167;49.484444;Jihocesky;Jihocesky/C2JIST01
C2KAML01;557;Kamenice nad Lipou;Kamenice nad Lipou, Vodn·;ASS;;SRA;SCE;;;;;;15.0633;49.2831;Vysocina;Vysocina/C2KAML01
C2KARD01;450;Kardaöova ÿeËice;Kardaöova ÿeËice;MSS;;SRA;SCE;;;;;;14.8558;49.1864;Jihocesky;Jihocesky/C2KARD01
C2KOVA01;529;Kov·¯ov;Kov·¯ov;MSS;;SRA;SCE;;;;;;14.2783;49.5172;Jihocesky;Jihocesky/C2KOVA01
C2KREM01;524;K¯emûe;K¯emûe, M¯ÌË;AKS3;T;SRA;SCE;;;;;;14.3028;48.9064;Jihocesky;Jihocesky/C2KREM01
C2LEDE01;496;Ledenice;Ledenice;MSS;;SRA;SCE;;;;;;14.618333;48.933333;Jihocesky;Jihocesky/C2LEDE01
C2LIPC01;469;Lipnice;Lipnice;MSS;;SRA;SCE;;;;;;14.764722;48.910556;Jihocesky;Jihocesky/C2LIPC01
C2LIPN01;730;Lipno;Lipno;MSS;;SRA;SCE;;;;;;14.2383;48.6336;Jihocesky;Jihocesky/C2LIPN01
C2LODH01;526;LodhÈ¯ov;LodhÈ¯ov;MSS;;SRA;SCE;;;;;;14.9625;49.2133;Jihocesky;Jihocesky/C2LODH01
C2MALO01;694;Malonty;Malonty;MSS;;SRA;SCE;;;;;;14.5803;48.6856;Jihocesky;Jihocesky/C2MALO01
C2MILE01;442;Milevsko;Milevsko;MSS;;SRA;SCE;;;;;;14.3706;49.4517;Jihocesky;Jihocesky/C2MILE01
C2NADV01;616;NadÏjkov;NadÏjkov, VÏtrov;AKS1;T;SRA;SCE;;SSV;;F;;14.4653;49.5169;Jihocesky;Jihocesky/C2NADV01
C2NBYS01;583;Nov· Byst¯ice;Nov· Byst¯ice;ASS;;SRA;SCE;;;;;;15.1;49.0189;Jihocesky;Jihocesky/C2NBYS01
C2NETR01;616;Net¯ebice;Net¯ebice;ASS;;SRA;SCE;;;;;;14.4561;48.7931;Jihocesky;Jihocesky/C2NETR01
C2NVCE01;509;Nov· VËelnice;Nov· VËelnice;MSS;;SRA;SCE;;;;;;15.068611;49.223056;Jihocesky;Jihocesky/C2NVCE01
C2OLSI01;495;OlöÌ;OlöÌ;ASS;;SRA;SCE;;;;;;14.51;49.436389;Jihocesky;Jihocesky/C2OLSI01
C2PASC01;848;PaseËn·;PaseËn·, P¯ednÌ V˝toÚ;MSS;;SRA;SCE;;;;;;14.107778;48.610833;Jihocesky;Jihocesky/C2PASC01
C2PLAL01;425;Plan· nad LuûnicÌ;Plan· nad LuûnicÌ;MSS;;SRA;SCE;;;;;;14.7141;49.3426;Jihocesky;Jihocesky/C2PLAL01
C2POCA01;618;PoË·tky;PoË·tky;AKS2;T;SRA;SCE;;;;F;;15.2342;49.2606;Vysocina;Vysocina/C2POCA01
C2POHSTT;932;Poho¯Ì na äumavÏ;Poho¯Ì na äumavÏ;TOTAL;;;;;;;;;14.7028;48.6044;Jihocesky;Jihocesky/C2POHSTT
C2PRID01;653;P¯ÌdolÌ;P¯ÌdolÌ;MSS;;SRA;SCE;;;;;;14.3608;48.7831;Jihocesky;Jihocesky/C2PRID01
C2PVES01;773;Pohorsk· Ves;Pohorsk· Ves;ASS;;SRA;SCE;;;;;;14.649167;48.670278;Jihocesky;Jihocesky/C2PVES01
C2ROZS01;627;Roûmit·l na äumavÏ;Roûmit·l na äumavÏ;MSS;;SRA;SCE;;;;;;14.391111;48.697778;Jihocesky;Jihocesky/C2ROZS01
C2RUDJ01;562;Rudolfov;Rudolfov, Jivno;MSS;;SRA;SCE;;;;;;14.579722;49.003611;Jihocesky;Jihocesky/C2RUDJ01
C2SEVE01;501;äevÏtÌn;äevÏtÌn;MSS;;SRA;SCE;;;;;;14.566111;49.101389;Jihocesky;Jihocesky/C2SEVE01
C2SHUT01;792;StarÈ HutÏ;StarÈ HutÏ;ASS;;SRA;SCE;;;;;;14.7158;48.7178;Jihocesky;Jihocesky/C2SHUT01
C2SLAV01;777;Slavkov;Slavkov;MSS;;SRA;SCE;;;;;;14.2433;48.7642;Jihocesky;Jihocesky/C2SLAV01
C2SOBN01;526;SobÏnov;SobÏnov;MSS;;SRA;SCE;;;;;;14.5344;48.7469;Jihocesky;Jihocesky/C2SOBN01
C2STRM01;582;Strmilov;Strmilov;ASS;;SRA;SCE;;;;;;15.2064;49.1631;Jihocesky;Jihocesky/C2STRM01
C2STRN01;478;Str·û nad Neû·rkou;Str·û nad Neû·rkou;ASS;;SRA;SCE;;;;;;14.9136;49.0675;Jihocesky;Jihocesky/C2STRN01
C2SUCH01;457;Suchdol nad LuûnicÌ;Suchdol nad LuûnicÌ;MSS;;SRA;SCE;;;;;;14.8669;48.8928;Jihocesky;Jihocesky/C2SUCH01
C2TABO01;467;T·bor;T·bor, MÏöice;AKS1;T;SRA;SCE;;SSV;;F;;14.70324;49.40527;Jihocesky;Jihocesky/C2TABO01
C2TREB01;428;T¯eboÚ;T¯eboÚ, Luûnice;AKS2;T;SRA;SCE;;SSV;;F;;14.7586;49.0622;Jihocesky;Jihocesky/C2TREB01
C2TRHS01;468;TrhovÈ Sviny;TrhovÈ Sviny;ASS;;SRA;;;;;;;14.6378;48.8433;Jihocesky;Jihocesky/C2TRHS01
C2TUCA01;454;TuËapy;TuËapy;MSS;;SRA;SCE;;;;;;14.8017;49.2919;Jihocesky;Jihocesky/C2TUCA01
C2VBRO01;559;VyööÌ Brod;VyööÌ Brod;AKS1;T;SRA;SCE;;SSV;;F;;14.3144;48.6175;Jihocesky;Jihocesky/C2VBRO01
C4JAPI01;1062;Pr·öily;Pr·öily, Javo¯Ì Pila;ASNS;T;;SCE;SCEa;;;;;13.421341;49.036142;Plzensky;Plzensky/C4JAPI01
C4KEPZ01;928;KepelskÈ Zh˘¯Ì;KepelskÈ Zh˘¯Ì;ASNS;T;;SCE;SCEa;;;;;13.316389;49.183611;Plzensky;Plzensky/C4KEPZ01
C4STHU01;780;StarÈ HutÏ;StarÈ HutÏ;ASNS;T;;SCE;SCEa;;;;;14.706464;48.71085;Jihocesky;Jihocesky/C4STHU01
C4VETR01;1157;VÏt¯Ìn;VÏt¯Ìn;ASNS;T;;SCE;SCEa;;;;;13.836944;48.978611;Jihocesky;Jihocesky/C4VETR01
C4ZBYT01;792;Zbytiny;Zbytiny, Sp·lenec;ASNS;T;;SCE;SCEa;;;;;13.969167;48.925833;Jihocesky;Jihocesky/C4ZBYT01
C4ZLST01;1197;Zlat˝ stoleËek;Zlat˝ stoleËek;ASNS;T;;SCE;SCEa;;;;;13.336389;49.104444;Plzensky;Plzensky/C4ZLST01
H1BILA01;322;BÌl· T¯emeön·;BÌl· T¯emeön·;MSS;;SRA;SCE;;;;;;15.766135;50.457596;Kralovehradecky;Kralovehradecky/H1BILA01
H1CDUL01;715;»ern˝ D˘l;»ern˝ D˘l;ASS;;SRA;;;;;;;15.712563;50.648678;Kralovehradecky;Kralovehradecky/H1CDUL01
H1CSKL01;290;»esk· Skalice;»esk· Skalice, Rozkoö;AKS2;T;SRA;SCE;;;;F;;16.061111;50.363056;Kralovehradecky;Kralovehradecky/H1CSKL01
H1DDVU01;560;DolnÌ Dv˘r;DolnÌ Dv˘r, Rudolfov;ASS;;SRA;SCE;;;;;;15.655815;50.654592;Kralovehradecky;Kralovehradecky/H1DDVU01
H1HMAR01;585;HornÌ Maröov;HornÌ Maröov;ASS;;SRA;SCE;;;;;;15.818973;50.654577;Kralovehradecky;Kralovehradecky/H1HMAR01
H1HORI01;271;Ho¯inÏves;Ho¯inÏves;MSS;;SRA;SCE;;;;;;15.7653;50.3069;Kralovehradecky;Kralovehradecky/H1HORI01
H1HOST01;356;HostinnÈ;HostinnÈ;ASS;;SRA;SCE;;;;;;15.739915;50.522919;Kralovehradecky;Kralovehradecky/H1HOST01
H1LBOU01;1320;Labsk· bouda;Labsk· bouda;AKS1;T;SRA;SCE;;SSV;;F;RGLB_D;15.544927;50.769883;Kralovehradecky;Kralovehradecky/H1LBOU01
H1LUCB01;1413;LuËnÌ bouda;LuËnÌ bouda;AKS1;T;SRA;SCE;SCEa;SSV;;F;RGLB_D;15.697859;50.735318;Kralovehradecky;Kralovehradecky/H1LUCB01
H1NACH01;336;N·chod;N·chod;MSS;;SRA;SCE;;;;;;16.157201;50.395208;Kralovehradecky;Kralovehradecky/H1NACH01
H1PECS01;816.3;Pec pod SnÏûkou;Pec pod SnÏûkou;AMS1;T;SRA;SCE;;SSV;P;F;;15.728889;50.691944;Kralovehradecky;Kralovehradecky/H1PECS01
H1POLI01;446;Police nad MetujÌ;Police nad MetujÌ;ASS;;SRA;SCE;;;;;;16.237511;50.537805;Kralovehradecky;Kralovehradecky/H1POLI01
H1POMB01;1050;PomeznÌ boudy;PomeznÌ boudy, HornÌ Mal· ⁄pa;ASS;;SRA;SCE;;;;;;15.82027;50.745472;Kralovehradecky;Kralovehradecky/H1POMB01
H1STRA01;785;Str·ûnÈ;Str·ûnÈ;ASS;;SRA;SCE;;;;;;15.614722;50.663611;Kralovehradecky;Kralovehradecky/H1STRA01
H1TEPL01;460;Teplice nad MetujÌ;Teplice nad MetujÌ;MSS;;SRA;SCE;;;;;;16.172543;50.578941;Kralovehradecky;Kralovehradecky/H1TEPL01
H1TEPZ01;531;Teplice nad MetujÌ;Teplice nad MetujÌ ZdoÚov;AKS2;T;SRA;SCE;;;;F;;16.147285;50.641099;Kralovehradecky;Kralovehradecky/H1TEPZ01
H1TRUT01;437;Trutnov;Trutnov;AKS3;T;SRA;SCE;;;;;;15.898311;50.558597;Kralovehradecky;Kralovehradecky/H1TRUT01
H1UPIC01;413;⁄pice;⁄pice;AKS1;T;SRA;SCE;;SSV;;F;;16.011618;50.506419;Kralovehradecky;Kralovehradecky/H1UPIC01
H1VELI01;299;Velichovky;Velichovky;AKS2;T;SRA;SCE;;;;F;;15.832503;50.356612;Kralovehradecky;Kralovehradecky/H1VELI01
H1VRCH01;482;VrchlabÌ;VrchlabÌ;AKS1;T;SRA;SCE;;SSV;P;F;;15.646389;50.622778;Kralovehradecky;Kralovehradecky/H1VRCH01
H1ZACL01;644;éaclÈ¯;éaclÈ¯;AKS2;T;SRA;SCE;;;;F;;15.907098;50.661205;Kralovehradecky;Kralovehradecky/H1ZACL01
H2BELC01;247;BÏleË nad OrlicÌ;BÏleË nad OrlicÌ;MSS;;SRA;SCE;;;;;;15.94687;50.186901;Kralovehradecky;Kralovehradecky/H2BELC01
H2BILU01;319;BÌl˝ ⁄jezd;BÌl˝ ⁄jezd, Hroöka;ASS;;SRA;SCE;;;;;;16.209938;50.234904;Kralovehradecky;Kralovehradecky/H2BILU01
H2BORH01;254;Borohr·dek;Borohr·dek;AKS2;T;SRA;SCE;;;;F;;16.086691;50.105254;Kralovehradecky;Kralovehradecky/H2BORH01
