"id";"X";"Y";"ELEVATION";"NAME";"FNAME";"STATION_TYP";"T";"SRA";"SCE";"SCEa";"SSV";"P";"F";"RGLB";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";"params"
"C2TUCA01";14.8017;49.2919;454;"TuËapy";"TuËapy";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2VBRO01";14.3144;48.6175;559;"VyööÌ Brod";"VyööÌ Brod";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C4JAPI01";13.421341;49.036142;1062;"Pr·öily";"Pr·öily, Javo¯Ì Pila";"ASNS";TRUE;NA;"SCE";"SCEa";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C4KEPZ01";13.316389;49.183611;928;"KepelskÈ Zh˘¯Ì";"KepelskÈ Zh˘¯Ì";"ASNS";TRUE;NA;"SCE";"SCEa";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C4STHU01";14.706464;48.71085;780;"StarÈ HutÏ";"StarÈ HutÏ";"ASNS";TRUE;NA;"SCE";"SCEa";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C4VETR01";13.836944;48.978611;1157;"VÏt¯Ìn";"VÏt¯Ìn";"ASNS";TRUE;NA;"SCE";"SCEa";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C4ZBYT01";13.969167;48.925833;792;"Zbytiny";"Zbytiny, Sp·lenec";"ASNS";TRUE;NA;"SCE";"SCEa";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C4ZLST01";13.336389;49.104444;1197;"Zlat˝ stoleËek";"Zlat˝ stoleËek";"ASNS";TRUE;NA;"SCE";"SCEa";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"H1BILA01";15.766135;50.457596;322;"BÌl· T¯emeön·";"BÌl· T¯emeön·";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H1CDUL01";15.712563;50.648678;715;"»ern˝ D˘l";"»ern˝ D˘l";"ASS";NA;"SRA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H1CSKL01";16.061111;50.363056;290;"»esk· Skalice";"»esk· Skalice, Rozkoö";"AKS2";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"H1DDVU01";15.655815;50.654592;560;"DolnÌ Dv˘r";"DolnÌ Dv˘r, Rudolfov";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H1HMAR01";15.818973;50.654577;585;"HornÌ Maröov";"HornÌ Maröov";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H1HORI01";15.7653;50.3069;271;"Ho¯inÏves";"Ho¯inÏves";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H1HOST01";15.739915;50.522919;356;"HostinnÈ";"HostinnÈ";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H1LBOU01";15.544927;50.769883;1320;"Labsk· bouda";"Labsk· bouda";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;"RGLB_D";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H1LUCB01";15.697859;50.735318;1413;"LuËnÌ bouda";"LuËnÌ bouda";"AKS1";TRUE;"SRA";"SCE";"SCEa";"SSV";NA;FALSE;"RGLB_D";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H1NACH01";16.157201;50.395208;336;"N·chod";"N·chod";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H1PECS01";15.728889;50.691944;816.3;"Pec pod SnÏûkou";"Pec pod SnÏûkou";"AMS1";TRUE;"SRA";"SCE";NA;"SSV";"P";FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"H1POLI01";16.237511;50.537805;446;"Police nad MetujÌ";"Police nad MetujÌ";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H1POMB01";15.82027;50.745472;1050;"PomeznÌ boudy";"PomeznÌ boudy, HornÌ Mal· ⁄pa";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H1STRA01";15.614722;50.663611;785;"Str·ûnÈ";"Str·ûnÈ";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H1TEPL01";16.172543;50.578941;460;"Teplice nad MetujÌ";"Teplice nad MetujÌ";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H1TEPZ01";16.147285;50.641099;531;"Teplice nad MetujÌ";"Teplice nad MetujÌ ZdoÚov";"AKS2";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"H1TRUT01";15.898311;50.558597;437;"Trutnov";"Trutnov";"AKS3";TRUE;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"H1UPIC01";16.011618;50.506419;413;"⁄pice";"⁄pice";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"H1VELI01";15.832503;50.356612;299;"Velichovky";"Velichovky";"AKS2";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H1VRCH01";15.646389;50.622778;482;"VrchlabÌ";"VrchlabÌ";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";"P";FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"H1ZACL01";15.907098;50.661205;644;"éaclÈ¯";"éaclÈ¯";"AKS2";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"H2BELC01";15.94687;50.186901;247;"BÏleË nad OrlicÌ";"BÏleË nad OrlicÌ";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H2BILU01";16.209938;50.234904;319;"BÌl˝ ⁄jezd";"BÌl˝ ⁄jezd, Hroöka";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H2BORH01";16.086691;50.105254;254;"Borohr·dek";"Borohr·dek";"AKS2";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"H2CMEZ01";16.041312;50.282295;255;"»eskÈ Mezi¯ÌËÌ";"»eskÈ Mezi¯ÌËÌ";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H2DEST01";16.351959;50.306667;656;"DeötnÈ v Orlic. hor·ch";"DeötnÈ v Orlic. hor·ch";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H2DOBN01";16.281744;50.322178;627;"Dob¯any";"Dob¯any";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H2CHOC01";16.200903;50.009544;282;"ChoceÚ";"ChoceÚ";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H2KRAL01";16.73475;50.08289;538;"Kr·lÌky";"Kr·lÌky";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H2LETO01";16.48707;50.03782;427;"Letohrad";"Letohrad";"MSS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H2LUIS01";16.38829;50.287003;875;"Luisino ˙dolÌ";"Luisino ˙dolÌ, DeötnÈ v Orlick˝ch hor·ch";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H2OLES01";16.352829;50.374902;740;"Oleönice";"Oleönice, »ih·lka";"ASS";NA;"SRA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H2OLVO01";16.328611;50.365556;670;"Oleönice";"Oleönice, Vod·rna";"ASS";NA;"SRA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";NA;NA;NA;NA;1
"H2ORLI01";16.667424;50.026453;570;"OrliËky";"OrliËky";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H2ORLZ01";16.468455;50.280707;690;"OrlickÈ Z·ho¯Ì";"OrlickÈ Z·ho¯Ì";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H2POLO01";16.322222;50.350278;747.24;"Polom";"Polom, SedloÚov";"AMS";TRUE;"SRA";"SCE";NA;"SSV";"P";FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"H2ROKY01";16.460258;50.164432;577;"Rokytnice v Orlic.hor·ch";"Rokytnice v Orlic.hor·ch";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H2RYCH01";16.270033;50.164879;335;"Rychnov nad KnÏûnou";"Rychnov nad KnÏûnou";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H2SLAZ01";16.3875;50.1375;401;"Slatina nad ZdobnicÌ";"Slatina nad ZdobnicÌ";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H2USTI01";16.422222;49.980278;401.7;"⁄stÌ nad OrlicÌ";"⁄stÌ nad OrlicÌ";"AMS1";TRUE;"SRA";"SCE";NA;"SSV";"P";FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"H2ZAMB01";16.45477;50.069195;405;"éamberk";"éamberk";"AKS2";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H2ZDOB01";16.408505;50.247678;671;"Zdobnice";"Zdobnice";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3BAHN01";15.234033;49.866846;420;"Bahno";"Bahno";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3BEST01";15.569633;49.829595;333;"BÏstvina";"BÏstvina, Pa¯Ìûov";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3BROU01";16.343617;50.569966;373;"Broumov";"Broumov";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H3CASL01";15.394281;49.901675;251;"»·slav";"»·slav, NovÈ mÏsto";"AKS3";TRUE;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H3DOBC01";15.638309;50.143231;275;"Dob¯enice";"Dob¯enice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H3DYMO01";15.201165;50.248346;208;"Dymokury";"Dymokury";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3GAJE01";16.410023;49.821051;515;"Gajer";"Gajer, Janov";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H3HAMR01";15.914045;49.738323;605;"Hamry";"Hamry";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3HERM01";15.673986;49.946639;275;"He¯man˘v MÏstec";"He¯man˘v MÏstec";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3HOLO01";15.57805;50.376952;321;"Holovousy";"Holovousy";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H3HRAD01";15.838452;50.177649;278;"Hradec Kr·lovÈ";"Hradec Kr·lovÈ, Nov˝ Hradec Kr·lovÈ";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";"P";FALSE;"RGLB_D";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"H3HRTY01";15.909774;49.962057;241;"Hroch˘v T˝nec";"Hroch˘v T˝nec";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3HRUS01";16.19522;49.916517;291;"Hruöov·";"Hruöov·";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H3CHLM01";15.462251;50.137135;213;"Chlumec nad Cidlinou";"Chlumec nad Cidlinou, LuËice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3CHTU01";15.386389;49.940833;238.2;"Chotusice";"Chotusice, letiötÏ";"AMS";TRUE;"SRA";"SCE";NA;"SSV";"P";FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"H3JICI01";15.352626;50.439511;283;"JiËÌn";"JiËÌn";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";"P";FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"H3KONA01";15.284988;50.03844;209;"Kon·rovice";"Kon·rovice";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3KRIZ01";15.774205;49.865999;432;"K¯iûanovice";"K¯iûanovice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3KRUC01";15.844811;49.688077;559;"Krucemburk";"Krucemburk";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3KUTH01";15.288261;49.965934;260;"Kutn· Hora";"Kutn· Hora, Sedlec";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3LBEL01";15.588567;50.427437;299;"L·znÏ BÏlohrad";"L·znÏ BÏlohrad";"AKS2";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"H3LIBA01";15.214447;50.370822;240;"Lib·Ú";"Lib·Ú";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3LIBC01";15.704862;49.744164;425;"Libice nad Doubravou";"Libice nad Doubravou";"AKS2";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"H3LICO01";15.551646;49.914705;335;"LicomÏ¯ice";"LicomÏ¯ice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3LUBN01";16.190554;49.773006;560;"Lubn·";"Lubn·";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3MOKO01";15.56668;50.016395;255;"MokoöÌn";"MokoöÌn";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H3NBYD01";15.497443;50.237553;232;"Nov˝ Bydûov";"Nov˝ Bydûov";"AKS2";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"H3NECH01";15.659823;50.242972;245;"Nechanice - Lubno";"Nechanice - Lubno";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3NHRA01";16.147668;49.850201;400;"NovÈ Hrady";"NovÈ Hrady";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3PARD01";15.740273;50.016111;224.21;"Pardubice";"Pardubice, letiötÏ";"AMS";TRUE;"SRA";"SCE";NA;"SSV";"P";FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"H3PODE01";15.133554;50.140503;189;"PodÏbrady";"PodÏbrady";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"H3RADO01";15.368164;50.106526;227;"Radovesnice II.";"Radovesnice II.";"AKS2";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"H3SECA01";15.6479;49.844725;529;"SeË";"SeË";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H3SKUT01";15.996153;49.834947;457;"SkuteË";"SkuteË";"AKS2";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"H3SLAT01";15.393348;50.379018;254;"Slatiny";"Slatiny, MilÌËeves";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H3SVOD01";15.787769;50.222602;240;"Hradec Kr·lovÈ";"Hradec Kr·lovÈ, SvobodnÈ Dvory";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H3SVRA01";16.034167;49.735;734;"Svratouch";"Svratouch";"AMS1";TRUE;"SRA";"SCE";NA;"SSV";"P";FALSE;"RGLB_D";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"H3TRST01";16.341265;49.807087;435;"TrstÏnice";"TrstÏnice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3VMYT01";16.167796;49.962009;278;"VysokÈ M˝to";"VysokÈ M˝to";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3VYSC01";15.822131;49.755424;548;"VysoËina";"VysoËina, JanËou¯";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H3ZBYS01";15.329835;49.78686;490;"Zb˝öov";"Zb˝öov, DobrovÌtov";"AKS2";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"H3ZEHU01";15.287765;50.133757;204;"éehuÚ";"éehuÚ";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H4DDHP01";15.654731;50.676074;875;"DolnÌ Dv˘r";"DolnÌ Dv˘r, Hanapetrova paseka";"ASNS";TRUE;NA;NA;"SCEa";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"H4LUIS01";16.38829;50.287003;875;"Luisino ˙dolÌ";"Luisino ˙dolÌ, DeötnÈ v Orlick˝ch hor·ch";"ASNS";TRUE;NA;NA;"SCEa";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"H4SUVR01";16.693368;50.049859;995;"Such˝ vrch";"Such˝ vrch";"ASNS";TRUE;NA;NA;"SCEa";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"H7SNEZ01";15.740278;50.735833;1602;"SnÏûka";"SnÏûka, Poötovna";"AMS3";NA;NA;NA;NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";NA;NA;NA;"wind";NA;5
"L1BORO01";13.727867;49.623944;651;"Borovno";"Borovno, MÌöov";"ASS";NA;"SRA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1CACH01";13.301694;49.264136;729;"»achrov";"»achrov";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1CERCTT";12.785182;49.384633;1016;"»erchov";"»erchov, »erchov";"TOTAL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"L1CKUB01";12.857804;49.367941;549;"»esk· Kubice";"»esk· Kubice";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1DNES01";13.267176;49.601684;370;"Dneöice";"Dneöice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1DOMA01";12.922385;49.444716;458;"Domaûlice";"Domaûlice";"AKS1";TRUE;"SRA";"SCE";NA;NA;NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"L1HOJS01";13.197146;49.212473;866;"éelezn· Ruda";"éelezn· Ruda, Hojsova Str·û";"AKS1";TRUE;"SRA";"SCE";"SCEa";"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"L1HTYN01";12.943746;49.528213;374;"Horöovsk˝ T˝n";"Horöovsk˝ T˝n";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1CHUD01";13.176421;49.465452;490;"Chudenice";"Chudenice";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1JEZHTT";13.184692;49.168686;1343;"JezernÌ hora";"JezernÌ hora";"TOTAL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"L1KDYN01";13.045733;49.393642;475;"KdynÏ";"KdynÏ";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1KLAT01";13.303016;49.39042;421;"Klatovy";"Klatovy";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"L1LIBK01";13.135593;49.366344;574;"Libkov";"Libkov";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"L1LOVC01";13.493545;49.402384;597;"LovËice";"LovËice, Kvasetice";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1LUZA01";13.317522;49.54908;358;"Luûany";"Luûany";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1MARATT";13.73075;49.58855;782;"Mar·sek";"Mar·sek, Mar·sek na B˘rku";"TOTAL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"L1NEPO01";13.589389;49.486924;471;"Nepomuk";"Nepomuk";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"L1NETU01";13.432035;49.61559;464;"Netunice";"Netunice";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1NEZV01";13.528521;49.635765;371;"NezvÏstice";"NezvÏstice";"ASS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1NYRS01";13.145794;49.294244;451;"N˝rsko";"N˝rsko";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1PANCTT";13.252276;49.17722;1189;"PancÌ¯";"PancÌ¯";"TOTAL";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"L1PIVO01";12.741932;49.490754;619;"PivoÚ";"PivoÚ";"ASS";NA;"SRA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";NA;NA;NA;NA;1
"L1PLMI01";13.378889;49.764722;359.8;"PlzeÚ";"PlzeÚ, Mikulka";"AMS1";TRUE;"SRA";"SCE";NA;"SSV";"P";FALSE;"RGLB_D";"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"L1PLZB01";13.386411;49.788378;331;"PlzeÚ";"PlzeÚ, Bolevec";"AKS1";TRUE;"SRA";"SCE";NA;"SSV";NA;FALSE;NA;"tmean";"tmax";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"L1SEC001";13.506002;49.587397;398;"SeË";"SeË";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"L1SPIC01";13.231136;49.177061;945;"éelezn· Ruda";"éelezn· Ruda, äpiË·k";"MSS";NA;"SRA";"SCE";NA;NA;NA;NA;NA;NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
