"id";"ELEVATION";"NAME";"FNAME";"STATION_TYP";"T";"SRA";"SCE";"SCEa";"SSV";"P";"F";"RGLB";"X";"Y";"nut3";"nam";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";"params"
"C1TEME01";500;"TemelÌn";"TemelÌn";"AMS1";TRUE;"SRA";"SCE";"";"SSV";"P";FALSE;"";14.342222;49.197778;"Jihocesky";"Jihocesky/C1TEME01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"C1TOCH01";494;"Tochovice";"Tochovice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.9897;49.6003;"Stredocesky";"Stredocesky/C1TOCH01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1VACP01";738;"Vacov";"Vacov, Peckov";"ASS";TRUE;"SRA";"SCE";"";"";"";FALSE;"";13.72;49.1336;"Jihocesky";"Jihocesky/C1VACP01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1VIMP01";628;"Vimperk";"Vimperk";"AKS3";TRUE;"SRA";"SCE";"SCEa";"";"";NA;"";13.7825;49.065833;"Jihocesky";"Jihocesky/C1VIMP01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;NA;NA;6
"C1VLKO01";493;"Vlkonice";"Vlkonice";"AKS1";TRUE;"SRA";"SCE";"SCEa";"SSV";"";FALSE;"";13.5897;49.3022;"Plzensky";"Plzensky/C1VLKO01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C1VOLR01";749;"Volary";"Volary";"AKS2";TRUE;"SRA";"SCE";"";"";"";FALSE;"";13.88657;48.90881;"Jihocesky";"Jihocesky/C1VOLR01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"C1VOLY01";448;"VolynÏ";"VolynÏ, Nihoöovice";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";13.8639;49.1875;"Jihocesky";"Jihocesky/C1VOLY01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1VRAZ01";433;"Vr·û";"Vr·û";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";14.1289;49.3844;"Jihocesky";"Jihocesky/C1VRAZ01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C1ZALE01";569;"Z·lezly";"Z·lezly";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.8892;49.1078;"Jihocesky";"Jihocesky/C1ZALE01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1ZAMY01";800;"Z·myöl";"Z·myöl";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";13.374402;49.22629;"Plzensky";"Plzensky/C1ZAMY01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1ZAVI01";501;"Z·viöÌn";"Z·viöÌn";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";13.923056;49.487222;"Jihocesky";"Jihocesky/C1ZAVI01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C1ZBYT01";792;"Zbytiny";"Zbytiny";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";13.9889;48.9417;"Jihocesky";"Jihocesky/C1ZBYT01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2BECH01";409;"BechynÏ";"BechynÏ";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";14.4708;49.3;"Jihocesky";"Jihocesky/C2BECH01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"C2BENC01";665;"Beneöov nad »ernou";"Beneöov nad »ernou";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.6283;48.7311;"Jihocesky";"Jihocesky/C2BENC01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2BESE01";593;"Besednice";"Besednice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.5689;48.7958;"Jihocesky";"Jihocesky/C2BESE01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2BORK01";419;"Borkovice";"Borkovice";"AKS2";TRUE;"SRA";"SCE";"";"";"";FALSE;"";14.636825;49.207925;"Jihocesky";"Jihocesky/C2BORK01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C2BORS01";404;"Boröov nad Vltavou";"Boröov nad Vltavou";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.439722;48.926667;"Jihocesky";"Jihocesky/C2BORS01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2BRLO01";559;"Brloh";"Brloh";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.2189;48.9269;"Jihocesky";"Jihocesky/C2BRLO01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2BYNO01";475;"ByÚov";"ByÚov";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";14.799947;48.816603;"Jihocesky";"Jihocesky/C2BYNO01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C2CBUD01";394.6;"»eskÈ BudÏjovice";"»eskÈ BudÏjovice,Roûnov";"AMS2";TRUE;"SRA";"SCE";"";"SSV";"P";FALSE;"RGLB_D";14.469722;48.951944;"Jihocesky";"Jihocesky/C2CBUD01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"C2CERN01";580;"»ernovice";"»ernovice, Dobeöov";"AKS2";TRUE;"SRA";"SCE";"";"";"";FALSE;"";14.9625;49.3575;"Vysocina";"Vysocina/C2CERN01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"C2CKRU01";554;"»esk˝ Krumlov";"»esk˝ Krumlov, P¯ÌseËn·";"AKS2";TRUE;"SRA";"SCE";"";"";"";FALSE;"";14.33935;48.832242;"Jihocesky";"Jihocesky/C2CKRU01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C2DDVO01";613;"DolnÌ Dvo¯iötÏ";"DolnÌ Dvo¯iötÏ";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.453611;48.657222;"Jihocesky";"Jihocesky/C2DDVO01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2HLAS01";547;"Hlasivo";"Hlasivo";"AKS2";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";14.7561;49.4981;"Jihocesky";"Jihocesky/C2HLAS01";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C2HRNH01";479;"Hranice";"Hranice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.8494;48.8181;"Jihocesky";"Jihocesky/C2HRNH01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2CHLT01";462;"Chlum u T¯ebonÏ";"Chlum u T¯ebonÏ";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";14.9358;48.9578;"Jihocesky";"Jihocesky/C2CHLT01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"C2CHYN01";492;"Ch˝nov";"Ch˝nov";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.810556;49.414167;"Jihocesky";"Jihocesky/C2CHYN01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2JHRA01";524;"Jind¯ich˘v Hradec";"Jind¯ich˘v Hradec, DÏbolÌn";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";14.9575;49.1556;"Jihocesky";"Jihocesky/C2JHRA01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C2JIST01";580;"Jistebnice";"Jistebnice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.529167;49.484444;"Jihocesky";"Jihocesky/C2JIST01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2KAML01";557;"Kamenice nad Lipou";"Kamenice nad Lipou, Vodn·";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";15.0633;49.2831;"Vysocina";"Vysocina/C2KAML01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2KARD01";450;"Kardaöova ÿeËice";"Kardaöova ÿeËice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.8558;49.1864;"Jihocesky";"Jihocesky/C2KARD01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2KOVA01";529;"Kov·¯ov";"Kov·¯ov";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.2783;49.5172;"Jihocesky";"Jihocesky/C2KOVA01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2KREM01";524;"K¯emûe";"K¯emûe, M¯ÌË";"AKS3";TRUE;"SRA";"SCE";"";"";"";NA;"";14.3028;48.9064;"Jihocesky";"Jihocesky/C2KREM01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;NA;NA;6
"C2LEDE01";496;"Ledenice";"Ledenice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.618333;48.933333;"Jihocesky";"Jihocesky/C2LEDE01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2LIPC01";469;"Lipnice";"Lipnice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.764722;48.910556;"Jihocesky";"Jihocesky/C2LIPC01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2LIPN01";730;"Lipno";"Lipno";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.2383;48.6336;"Jihocesky";"Jihocesky/C2LIPN01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2LODH01";526;"LodhÈ¯ov";"LodhÈ¯ov";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.9625;49.2133;"Jihocesky";"Jihocesky/C2LODH01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2MALO01";694;"Malonty";"Malonty";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.5803;48.6856;"Jihocesky";"Jihocesky/C2MALO01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2MILE01";442;"Milevsko";"Milevsko";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.3706;49.4517;"Jihocesky";"Jihocesky/C2MILE01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2NADV01";616;"NadÏjkov";"NadÏjkov, VÏtrov";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";14.4653;49.5169;"Jihocesky";"Jihocesky/C2NADV01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C2NBYS01";583;"Nov· Byst¯ice";"Nov· Byst¯ice";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";15.1;49.0189;"Jihocesky";"Jihocesky/C2NBYS01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2NETR01";616;"Net¯ebice";"Net¯ebice";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";14.4561;48.7931;"Jihocesky";"Jihocesky/C2NETR01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2NVCE01";509;"Nov· VËelnice";"Nov· VËelnice";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";15.068611;49.223056;"Jihocesky";"Jihocesky/C2NVCE01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2OLSI01";495;"OlöÌ";"OlöÌ";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";14.51;49.436389;"Jihocesky";"Jihocesky/C2OLSI01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2PASC01";848;"PaseËn·";"PaseËn·, P¯ednÌ V˝toÚ";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.107778;48.610833;"Jihocesky";"Jihocesky/C2PASC01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2PLAL01";425;"Plan· nad LuûnicÌ";"Plan· nad LuûnicÌ";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.7141;49.3426;"Jihocesky";"Jihocesky/C2PLAL01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2POCA01";618;"PoË·tky";"PoË·tky";"AKS2";TRUE;"SRA";"SCE";"";"";"";FALSE;"";15.2342;49.2606;"Vysocina";"Vysocina/C2POCA01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"C2POHSTT";932;"Poho¯Ì na äumavÏ";"Poho¯Ì na äumavÏ";"TOTAL";NA;"";"";"";"";"";NA;"";14.7028;48.6044;"Jihocesky";"Jihocesky/C2POHSTT";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C2PRID01";653;"P¯ÌdolÌ";"P¯ÌdolÌ";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.3608;48.7831;"Jihocesky";"Jihocesky/C2PRID01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2PVES01";773;"Pohorsk· Ves";"Pohorsk· Ves";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";14.649167;48.670278;"Jihocesky";"Jihocesky/C2PVES01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2ROZS01";627;"Roûmit·l na äumavÏ";"Roûmit·l na äumavÏ";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.391111;48.697778;"Jihocesky";"Jihocesky/C2ROZS01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2RUDJ01";562;"Rudolfov";"Rudolfov, Jivno";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.579722;49.003611;"Jihocesky";"Jihocesky/C2RUDJ01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C2SEVE01";501;"äevÏtÌn";"äevÏtÌn";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.566111;49.101389;"Jihocesky";"Jihocesky/C2SEVE01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2SHUT01";792;"StarÈ HutÏ";"StarÈ HutÏ";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";14.7158;48.7178;"Jihocesky";"Jihocesky/C2SHUT01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2SLAV01";777;"Slavkov";"Slavkov";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.2433;48.7642;"Jihocesky";"Jihocesky/C2SLAV01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2SOBN01";526;"SobÏnov";"SobÏnov";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.5344;48.7469;"Jihocesky";"Jihocesky/C2SOBN01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2STRM01";582;"Strmilov";"Strmilov";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";15.2064;49.1631;"Jihocesky";"Jihocesky/C2STRM01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2STRN01";478;"Str·û nad Neû·rkou";"Str·û nad Neû·rkou";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";14.9136;49.0675;"Jihocesky";"Jihocesky/C2STRN01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2SUCH01";457;"Suchdol nad LuûnicÌ";"Suchdol nad LuûnicÌ";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.8669;48.8928;"Jihocesky";"Jihocesky/C2SUCH01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2TABO01";467;"T·bor";"T·bor, MÏöice";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";14.70324;49.40527;"Jihocesky";"Jihocesky/C2TABO01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"C2TREB01";428;"T¯eboÚ";"T¯eboÚ, Luûnice";"AKS2";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";14.7586;49.0622;"Jihocesky";"Jihocesky/C2TREB01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C2TRHS01";468;"TrhovÈ Sviny";"TrhovÈ Sviny";"ASS";NA;"SRA";"";"";"";"";NA;"";14.6378;48.8433;"Jihocesky";"Jihocesky/C2TRHS01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2TUCA01";454;"TuËapy";"TuËapy";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";14.8017;49.2919;"Jihocesky";"Jihocesky/C2TUCA01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"C2VBRO01";559;"VyööÌ Brod";"VyööÌ Brod";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";14.3144;48.6175;"Jihocesky";"Jihocesky/C2VBRO01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"C4JAPI01";1062;"Pr·öily";"Pr·öily, Javo¯Ì Pila";"ASNS";TRUE;"";"SCE";"SCEa";"";"";NA;"";13.421341;49.036142;"Plzensky";"Plzensky/C4JAPI01";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C4KEPZ01";928;"KepelskÈ Zh˘¯Ì";"KepelskÈ Zh˘¯Ì";"ASNS";TRUE;"";"SCE";"SCEa";"";"";NA;"";13.316389;49.183611;"Plzensky";"Plzensky/C4KEPZ01";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C4STHU01";780;"StarÈ HutÏ";"StarÈ HutÏ";"ASNS";TRUE;"";"SCE";"SCEa";"";"";NA;"";14.706464;48.71085;"Jihocesky";"Jihocesky/C4STHU01";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C4VETR01";1157;"VÏt¯Ìn";"VÏt¯Ìn";"ASNS";TRUE;"";"SCE";"SCEa";"";"";NA;"";13.836944;48.978611;"Jihocesky";"Jihocesky/C4VETR01";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C4ZBYT01";792;"Zbytiny";"Zbytiny, Sp·lenec";"ASNS";TRUE;"";"SCE";"SCEa";"";"";NA;"";13.969167;48.925833;"Jihocesky";"Jihocesky/C4ZBYT01";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"C4ZLST01";1197;"Zlat˝ stoleËek";"Zlat˝ stoleËek";"ASNS";TRUE;"";"SCE";"SCEa";"";"";NA;"";13.336389;49.104444;"Plzensky";"Plzensky/C4ZLST01";NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"H1BILA01";322;"BÌl· T¯emeön·";"BÌl· T¯emeön·";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";15.766135;50.457596;"Kralovehradecky";"Kralovehradecky/H1BILA01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H1CDUL01";715;"»ern˝ D˘l";"»ern˝ D˘l";"ASS";NA;"SRA";"";"";"";"";NA;"";15.712563;50.648678;"Kralovehradecky";"Kralovehradecky/H1CDUL01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H1CSKL01";290;"»esk· Skalice";"»esk· Skalice, Rozkoö";"AKS2";TRUE;"SRA";"SCE";"";"";"";FALSE;"";16.061111;50.363056;"Kralovehradecky";"Kralovehradecky/H1CSKL01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"H1DDVU01";560;"DolnÌ Dv˘r";"DolnÌ Dv˘r, Rudolfov";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";15.655815;50.654592;"Kralovehradecky";"Kralovehradecky/H1DDVU01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H1HMAR01";585;"HornÌ Maröov";"HornÌ Maröov";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";15.818973;50.654577;"Kralovehradecky";"Kralovehradecky/H1HMAR01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H1HORI01";271;"Ho¯inÏves";"Ho¯inÏves";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";15.7653;50.3069;"Kralovehradecky";"Kralovehradecky/H1HORI01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H1HOST01";356;"HostinnÈ";"HostinnÈ";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";15.739915;50.522919;"Kralovehradecky";"Kralovehradecky/H1HOST01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H1LBOU01";1320;"Labsk· bouda";"Labsk· bouda";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"RGLB_D";15.544927;50.769883;"Kralovehradecky";"Kralovehradecky/H1LBOU01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H1LUCB01";1413;"LuËnÌ bouda";"LuËnÌ bouda";"AKS1";TRUE;"SRA";"SCE";"SCEa";"SSV";"";FALSE;"RGLB_D";15.697859;50.735318;"Kralovehradecky";"Kralovehradecky/H1LUCB01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H1NACH01";336;"N·chod";"N·chod";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.157201;50.395208;"Kralovehradecky";"Kralovehradecky/H1NACH01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H1PECS01";816.3;"Pec pod SnÏûkou";"Pec pod SnÏûkou";"AMS1";TRUE;"SRA";"SCE";"";"SSV";"P";FALSE;"";15.728889;50.691944;"Kralovehradecky";"Kralovehradecky/H1PECS01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"H1POLI01";446;"Police nad MetujÌ";"Police nad MetujÌ";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";16.237511;50.537805;"Kralovehradecky";"Kralovehradecky/H1POLI01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H1POMB01";1050;"PomeznÌ boudy";"PomeznÌ boudy, HornÌ Mal· ⁄pa";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";15.82027;50.745472;"Kralovehradecky";"Kralovehradecky/H1POMB01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H1STRA01";785;"Str·ûnÈ";"Str·ûnÈ";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";15.614722;50.663611;"Kralovehradecky";"Kralovehradecky/H1STRA01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H1TEPL01";460;"Teplice nad MetujÌ";"Teplice nad MetujÌ";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.172543;50.578941;"Kralovehradecky";"Kralovehradecky/H1TEPL01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H1TEPZ01";531;"Teplice nad MetujÌ";"Teplice nad MetujÌ ZdoÚov";"AKS2";TRUE;"SRA";"SCE";"";"";"";FALSE;"";16.147285;50.641099;"Kralovehradecky";"Kralovehradecky/H1TEPZ01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"H1TRUT01";437;"Trutnov";"Trutnov";"AKS3";TRUE;"SRA";"SCE";"";"";"";NA;"";15.898311;50.558597;"Kralovehradecky";"Kralovehradecky/H1TRUT01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"H1UPIC01";413;"⁄pice";"⁄pice";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";16.011618;50.506419;"Kralovehradecky";"Kralovehradecky/H1UPIC01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"H1VELI01";299;"Velichovky";"Velichovky";"AKS2";TRUE;"SRA";"SCE";"";"";"";FALSE;"";15.832503;50.356612;"Kralovehradecky";"Kralovehradecky/H1VELI01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H1VRCH01";482;"VrchlabÌ";"VrchlabÌ";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"P";FALSE;"";15.646389;50.622778;"Kralovehradecky";"Kralovehradecky/H1VRCH01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";"pres";9
"H1ZACL01";644;"éaclÈ¯";"éaclÈ¯";"AKS2";TRUE;"SRA";"SCE";"";"";"";FALSE;"";15.907098;50.661205;"Kralovehradecky";"Kralovehradecky/H1ZACL01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"H2BELC01";247;"BÏleË nad OrlicÌ";"BÏleË nad OrlicÌ";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";15.94687;50.186901;"Kralovehradecky";"Kralovehradecky/H2BELC01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H2BILU01";319;"BÌl˝ ⁄jezd";"BÌl˝ ⁄jezd, Hroöka";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";16.209938;50.234904;"Kralovehradecky";"Kralovehradecky/H2BILU01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H2BORH01";254;"Borohr·dek";"Borohr·dek";"AKS2";TRUE;"SRA";"SCE";"";"";"";FALSE;"";16.086691;50.105254;"Kralovehradecky";"Kralovehradecky/H2BORH01";"tmax";"tavg";"tmin";"humid";"prec";"snow";NA;"wind";NA;7
"H2CMEZ01";255;"»eskÈ Mezi¯ÌËÌ";"»eskÈ Mezi¯ÌËÌ";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";16.041312;50.282295;"Kralovehradecky";"Kralovehradecky/H2CMEZ01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H2DEST01";656;"DeötnÈ v Orlic. hor·ch";"DeötnÈ v Orlic. hor·ch";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";16.351959;50.306667;"Kralovehradecky";"Kralovehradecky/H2DEST01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H2DOBN01";627;"Dob¯any";"Dob¯any";"MSS";NA;"SRA";"SCE";"";"";"";NA;"";16.281744;50.322178;"Kralovehradecky";"Kralovehradecky/H2DOBN01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H2CHOC01";282;"ChoceÚ";"ChoceÚ";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";16.200903;50.009544;"Pardubicky";"Pardubicky/H2CHOC01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H2KRAL01";538;"Kr·lÌky";"Kr·lÌky";"AKS1";TRUE;"SRA";"SCE";"";"SSV";"";FALSE;"";16.73475;50.08289;"Pardubicky";"Pardubicky/H2KRAL01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H2LETO01";427;"Letohrad";"Letohrad";"MSS";NA;"";"";"";"";"";NA;"";16.48707;50.03782;"Pardubicky";"Pardubicky/H2LETO01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H2LUIS01";875;"Luisino ˙dolÌ";"Luisino ˙dolÌ, DeötnÈ v Orlick˝ch hor·ch";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";16.38829;50.287003;"Kralovehradecky";"Kralovehradecky/H2LUIS01";"tmax";"tavg";"tmin";"humid";"prec";"snow";"solr";"wind";NA;8
"H2OLES01";740;"Oleönice";"Oleönice, »ih·lka";"ASS";NA;"SRA";"";"";"";"";NA;"";16.352829;50.374902;"Kralovehradecky";"Kralovehradecky/H2OLES01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
"H2OLVO01";670;"Oleönice";"Oleönice, Vod·rna";"ASS";NA;"SRA";"";"";"";"";NA;"";16.328611;50.365556;"Kralovehradecky";"Kralovehradecky/H2OLVO01";NA;NA;NA;NA;"prec";NA;NA;NA;NA;1
"H2ORLI01";570;"OrliËky";"OrliËky";"ASS";NA;"SRA";"SCE";"";"";"";NA;"";16.667424;50.026453;"Pardubicky";"Pardubicky/H2ORLI01";NA;NA;NA;NA;"prec";"snow";NA;NA;NA;2
