"Stanice.ID","JmÈno.stanice","ZaË·tek.mÏ¯enÌ","Konec.mÏ¯enÌ","ZemÏpisn·.dÈlka","ZemÏpisn·.öÌ¯ka","Nadmo¯sk·.v˝öka","element"
"B2BREC01","B¯eclav",1961-01-01,1962-08-31,16.8922,48.7719,161,"SRA_N"
"B2BREC01","B¯eclav",1962-09-01,1972-12-31,16.8794,48.7592,160,"SRA_N"
"B2BREC01","B¯eclav",1973-01-01,1983-12-31,16.8808,48.7611,158,"SRA_N"
"B2BREC01","B¯eclav",1984-01-01,1995-09-30,16.8772,48.7608,158,"SRA_N"
"B2BRES01","B¯ezov· nad Svitavou",1977-01-01,2020-12-31,16.5003,49.6597,387,"SCE_N"
"B2BRES01","B¯ezov· nad Svitavou",1977-01-01,2020-12-31,16.5003,49.6597,387,"SNO_N"
"B2BRES01","B¯ezov· nad Svitavou",1977-01-01,2020-12-31,16.5003,49.6597,387,"SRA_N"
"B2BROD01","Brod nad DyjÌ",1981-10-01,2020-12-31,16.5358,48.8733,177,"F_N"
"B2BROD01","Brod nad DyjÌ",1981-10-01,2020-12-31,16.5358,48.8733,177,"Fmax_N"
"B2BROD01","Brod nad DyjÌ",1981-10-01,2020-12-31,16.5358,48.8733,177,"H_N"
"B2BROD01","Brod nad DyjÌ",1981-10-01,2020-12-31,16.5358,48.8733,177,"SCE_N"
"B2BROD01","Brod nad DyjÌ",1981-10-01,2020-12-31,16.5358,48.8733,177,"SNO_N"
"B2BROD01","Brod nad DyjÌ",1981-10-01,2020-12-31,16.5358,48.8733,177,"SRA_N"
"B2BROD01","Brod nad DyjÌ",1981-10-01,2020-12-31,16.5358,48.8733,177,"SSV_N"
"B2BROD01","Brod nad DyjÌ",1981-10-01,2020-12-31,16.5358,48.8733,177,"T_N"
"B2BROD01","Brod nad DyjÌ",1981-10-01,2020-12-31,16.5358,48.8733,177,"TMA_N"
"B2BROD01","Brod nad DyjÌ",1981-10-01,2020-12-31,16.5358,48.8733,177,"TMI_N"
"B2BRTN01","Brtnice",1961-01-01,1979-12-31,15.6767,49.3081,528,"SCE_N"
"B2BRTN01","Brtnice",1980-01-01,2020-12-31,15.6753,49.3069,517,"SCE_N"
"B2BRTN01","Brtnice",1961-01-01,1979-12-31,15.6767,49.3081,528,"SNO_N"
"B2BRTN01","Brtnice",1980-01-01,2020-12-31,15.6753,49.3069,517,"SNO_N"
"B2BRTN01","Brtnice",1961-01-01,1979-12-31,15.6767,49.3081,528,"SRA_N"
"B2BRTN01","Brtnice",1980-01-01,2020-12-31,15.6753,49.3069,517,"SRA_N"
"B2BRUM01","Brumov",1961-01-01,1989-01-31,16.4258,49.4625,539,"SCE_N"
"B2BRUM01","Brumov",1989-02-01,1994-03-31,16.4294,49.4589,531,"SCE_N"
"B2BRUM01","Brumov",1961-01-01,1989-01-31,16.4258,49.4625,539,"SNO_N"
"B2BRUM01","Brumov",1989-02-01,1994-03-31,16.4294,49.4589,531,"SNO_N"
"B2BRUM01","Brumov",1961-01-01,1989-01-31,16.4258,49.4625,539,"SRA_N"
"B2BRUM01","Brumov",1989-02-01,1994-03-31,16.4294,49.4589,531,"SRA_N"
"B2BTUR01","Brno, Tu¯any",1961-01-01,1996-12-31,16.6956,49.1597,241,"F_N"
"B2BTUR01","Brno, Tu¯any",1997-01-01,2020-12-31,16.688889,49.153056,241,"F_N"
"B2BTUR01","Brno, Tu¯any",1961-01-01,1996-12-31,16.6956,49.1597,241,"Fmax_N"
"B2BTUR01","Brno, Tu¯any",1997-01-01,2020-12-31,16.688889,49.153056,241,"Fmax_N"
"B2BTUR01","Brno, Tu¯any",1961-01-01,1996-12-31,16.6956,49.1597,241,"H_N"
"B2BTUR01","Brno, Tu¯any",1997-01-01,2020-12-31,16.688889,49.153056,241,"H_N"
"B2BTUR01","Brno, Tu¯any",1961-01-01,1996-12-31,16.6956,49.1597,241,"P_N"
"B2BTUR01","Brno, Tu¯any",1997-01-01,2020-12-31,16.688889,49.153056,241,"P_N"
"B2BTUR01","Brno, Tu¯any",1961-01-01,1996-12-31,16.6956,49.1597,241,"SCE_N"
"B2BTUR01","Brno, Tu¯any",1997-01-01,2020-12-31,16.688889,49.153056,241,"SCE_N"
"B2BTUR01","Brno, Tu¯any",1961-01-01,1996-12-31,16.6956,49.1597,241,"SNO_N"
"B2BTUR01","Brno, Tu¯any",1997-01-01,2020-12-31,16.688889,49.153056,241,"SNO_N"
"B2BTUR01","Brno, Tu¯any",1961-01-01,1996-12-31,16.6956,49.1597,241,"SRA_N"
"B2BTUR01","Brno, Tu¯any",1997-01-01,2020-12-31,16.688889,49.153056,241,"SRA_N"
"B2BTUR01","Brno, Tu¯any",1961-01-01,1996-12-31,16.6956,49.1597,241,"SSV_N"
"B2BTUR01","Brno, Tu¯any",1997-01-01,2020-12-31,16.688889,49.153056,241,"SSV_N"
"B2BTUR01","Brno, Tu¯any",1961-01-01,1996-12-31,16.6956,49.1597,241,"T_N"
"B2BTUR01","Brno, Tu¯any",1997-01-01,2020-12-31,16.688889,49.153056,241,"T_N"
"B2BTUR01","Brno, Tu¯any",1961-01-01,1996-12-31,16.6956,49.1597,241,"TMA_N"
"B2BTUR01","Brno, Tu¯any",1997-01-01,2020-12-31,16.688889,49.153056,241,"TMA_N"
"B2BTUR01","Brno, Tu¯any",1961-01-01,1996-12-31,16.6956,49.1597,241,"TMI_N"
"B2BTUR01","Brno, Tu¯any",1997-01-01,2020-12-31,16.688889,49.153056,241,"TMI_N"
"B2BUCO01","BuËovice",1961-01-01,1980-10-31,17.0067,49.1514,226,"SCE_N"
"B2BUCO01","BuËovice, KlobouËky",1982-11-01,2017-09-30,17.0128,49.1308,239,"SCE_N"
"B2BUCO01","BuËovice, KlobouËky",2017-10-01,2020-12-31,17.014033,49.129881,238,"SCE_N"
"B2BUCO01","BuËovice",1961-01-01,1980-10-31,17.0067,49.1514,226,"SNO_N"
"B2BUCO01","BuËovice, KlobouËky",1982-11-01,2017-09-30,17.0128,49.1308,239,"SNO_N"
"B2BUCO01","BuËovice, KlobouËky",2017-10-01,2020-12-31,17.014033,49.129881,238,"SNO_N"
"B2BUCO01","BuËovice",1961-01-01,1980-10-31,17.0067,49.1514,226,"SRA_N"
"B2BUCO01","BuËovice, KlobouËky",1982-11-01,2017-09-30,17.0128,49.1308,239,"SRA_N"
"B2BUCO01","BuËovice, KlobouËky",2017-10-01,2020-12-31,17.014033,49.129881,238,"SRA_N"
"B2BUDC01","BudeË",1961-01-01,2017-05-01,15.5861,49.0872,491,"SCE_N"
"B2BUDC01","BudeË",1961-01-01,2017-05-01,15.5861,49.0872,491,"SNO_N"
"B2BUDC01","BudeË",1961-01-01,2017-05-01,15.5861,49.0872,491,"SRA_N"
"B2BUDI01","Budiöov",1961-01-01,1978-01-31,16.0089,49.2739,484,"SCE_N"
"B2BUDI01","Budiöov",1978-02-01,1984-12-31,16.0047,49.2742,484,"SCE_N"
"B2BUDI01","Budiöov",1985-03-01,1992-12-31,16.0067,49.2742,486,"SCE_N"
"B2BUDI01","Budiöov",1993-02-01,2020-12-31,16.0039,49.2717,485,"SCE_N"
"B2BUDI01","Budiöov",1961-01-01,1978-01-31,16.0089,49.2739,484,"SNO_N"
"B2BUDI01","Budiöov",1978-02-01,1984-12-31,16.0047,49.2742,484,"SNO_N"
"B2BUDI01","Budiöov",1985-03-01,1992-12-31,16.0067,49.2742,486,"SNO_N"
"B2BUDI01","Budiöov",1993-02-01,2020-12-31,16.0039,49.2717,485,"SNO_N"
"B2BUDI01","Budiöov",1961-01-01,1978-01-31,16.0089,49.2739,484,"SRA_N"
"B2BUDI01","Budiöov",1978-02-01,1984-12-31,16.0047,49.2742,484,"SRA_N"
"B2BUDI01","Budiöov",1985-03-01,1992-12-31,16.0067,49.2742,486,"SRA_N"
"B2BUDI01","Budiöov",1993-02-01,2020-12-31,16.0039,49.2717,485,"SRA_N"
"B2BUKA01","Bukovinka",1961-01-01,1976-03-31,16.8042,49.2942,528,"SCE_N"
"B2BUKA01","Bukovina",1976-04-01,1980-06-30,16.7683,49.3053,545,"SCE_N"
"B2BUKA01","Bukovinka",1981-05-01,2008-11-30,16.8067,49.2936,524,"SCE_N"
"B2BUKA01","Bukovinka",2008-12-01,2013-07-31,16.806389,49.293889,527,"SCE_N"
"B2BUKA01","Bukovinka",2013-08-01,2020-12-31,16.798889,49.296944,511,"SCE_N"
"B2BUKA01","Bukovinka",1961-01-01,1976-03-31,16.8042,49.2942,528,"SNO_N"
"B2BUKA01","Bukovina",1976-04-01,1980-06-30,16.7683,49.3053,545,"SNO_N"
"B2BUKA01","Bukovinka",1981-05-01,2008-11-30,16.8067,49.2936,524,"SNO_N"
"B2BUKA01","Bukovinka",2008-12-01,2013-07-31,16.806389,49.293889,527,"SNO_N"
"B2BUKA01","Bukovinka",2013-08-01,2020-12-31,16.798889,49.296944,511,"SNO_N"
"B2BUKA01","Bukovinka",1961-01-01,1976-03-31,16.8042,49.2942,528,"SRA_N"
"B2BUKA01","Bukovina",1976-04-01,1980-06-30,16.7683,49.3053,545,"SRA_N"
"B2BUKA01","Bukovinka",1981-05-01,2008-11-30,16.8067,49.2936,524,"SRA_N"
"B2BUKA01","Bukovinka",2008-12-01,2013-07-31,16.806389,49.293889,527,"SRA_N"
"B2BUKA01","Bukovinka",2013-08-01,2020-12-31,16.798889,49.296944,511,"SRA_N"
"B2BUKY01","Bukovany",1974-06-14,1975-05-31,17.1042,49.0422,305,"F_N"
"B2BUKY01","Bukovany",1975-06-01,1976-08-31,17.1053,49.0394,293,"F_N"
"B2BUKY01","Bukovany",1976-09-01,1983-12-31,17.1019,49.0431,305,"F_N"
"B2BUKY01","Bukovany",1974-06-14,1975-05-31,17.1042,49.0422,305,"H_N"
"B2BUKY01","Bukovany",1975-06-01,1976-08-31,17.1053,49.0394,293,"H_N"
"B2BUKY01","Bukovany",1976-09-01,1983-12-31,17.1019,49.0431,305,"H_N"
"B2BUKY01","Bukovany",1974-06-14,1975-05-31,17.1042,49.0422,305,"SCE_N"
"B2BUKY01","Bukovany",1975-06-01,1976-08-31,17.1053,49.0394,293,"SCE_N"
"B2BUKY01","Bukovany",1976-09-01,1983-12-31,17.1019,49.0431,305,"SCE_N"
"B2BUKY01","Bukovany",1974-06-14,1975-05-31,17.1042,49.0422,305,"SNO_N"
"B2BUKY01","Bukovany",1975-06-01,1976-08-31,17.1053,49.0394,293,"SNO_N"
"B2BUKY01","Bukovany",1976-09-01,1983-12-31,17.1019,49.0431,305,"SNO_N"
"B2BUKY01","Bukovany",1974-06-14,1975-05-31,17.1042,49.0422,305,"SRA_N"
"B2BUKY01","Bukovany",1975-06-01,1976-08-31,17.1053,49.0394,293,"SRA_N"
"B2BUKY01","Bukovany",1976-09-01,1983-12-31,17.1019,49.0431,305,"SRA_N"
"B2BUKY01","Bukovany",1974-06-14,1975-05-31,17.1042,49.0422,305,"T_N"
"B2BUKY01","Bukovany",1975-06-01,1976-08-31,17.1053,49.0394,293,"T_N"
"B2BUKY01","Bukovany",1976-09-01,1983-12-31,17.1019,49.0431,305,"T_N"
"B2BUKY01","Bukovany",1974-06-14,1975-05-31,17.1042,49.0422,305,"TMA_N"
"B2BUKY01","Bukovany",1975-06-01,1976-08-31,17.1053,49.0394,293,"TMA_N"
"B2BUKY01","Bukovany",1976-09-01,1983-12-31,17.1019,49.0431,305,"TMA_N"
"B2BUKY01","Bukovany",1974-06-14,1975-05-31,17.1042,49.0422,305,"TMI_N"
"B2BUKY01","Bukovany",1975-06-01,1976-08-31,17.1053,49.0394,293,"TMI_N"
"B2BUKY01","Bukovany",1976-09-01,1983-12-31,17.1019,49.0431,305,"TMI_N"
"B2BULH01","Bulhary",1961-01-01,1980-01-31,16.7514,48.8306,175,"SCE_N"
"B2BULH01","Bulhary",1980-02-01,1985-02-28,16.7517,48.8308,165,"SCE_N"
"B2BULH01","Bulhary",1985-03-01,1988-04-30,16.7497,48.8292,170,"SCE_N"
"B2BULH01","Bulhary",1988-08-01,2001-10-18,16.7517,48.8303,165,"SCE_N"
"B2BULH01","Bulhary",1961-01-01,1980-01-31,16.7514,48.8306,175,"SNO_N"
"B2BULH01","Bulhary",1980-02-01,1985-02-28,16.7517,48.8308,165,"SNO_N"
"B2BULH01","Bulhary",1985-03-01,1988-04-30,16.7497,48.8292,170,"SNO_N"
"B2BULH01","Bulhary",1988-08-01,2001-10-18,16.7517,48.8303,165,"SNO_N"
"B2BULH01","Bulhary",1961-01-01,1980-01-31,16.7514,48.8306,175,"SRA_N"
"B2BULH01","Bulhary",1980-02-01,1985-02-28,16.7517,48.8308,165,"SRA_N"
"B2BULH01","Bulhary",1985-03-01,1988-04-30,16.7497,48.8292,170,"SRA_N"
"B2BULH01","Bulhary",1988-08-01,2001-10-18,16.7517,48.8303,165,"SRA_N"
"B2BVEV01","Brno, Veve¯Ì",1961-01-01,1970-12-31,16.5981,49.2067,253,"F_N"
"B2BVEV01","Brno, Veve¯Ì",1971-01-01,1984-12-31,16.5844,49.2003,284,"F_N"
"B2BVEV01","Brno, Veve¯Ì",1961-01-01,1970-12-31,16.5981,49.2067,253,"H_N"
"B2BVEV01","Brno, Veve¯Ì",1971-01-01,1984-12-31,16.5844,49.2003,284,"H_N"
"B2BVEV01","Brno, Veve¯Ì",1961-01-01,1970-12-31,16.5981,49.2067,253,"SCE_N"
"B2BVEV01","Brno, Veve¯Ì",1971-01-01,1984-12-31,16.5844,49.2003,284,"SCE_N"
"B2BVEV01","Brno, Veve¯Ì",1961-01-01,1970-12-31,16.5981,49.2067,253,"SNO_N"
"B2BVEV01","Brno, Veve¯Ì",1971-01-01,1984-12-31,16.5844,49.2003,284,"SNO_N"
"B2BVEV01","Brno, Veve¯Ì",1961-01-01,1970-12-31,16.5981,49.2067,253,"SRA_N"
"B2BVEV01","Brno, Veve¯Ì",1971-01-01,1984-12-31,16.5844,49.2003,284,"SRA_N"
"B2BVEV01","Brno, Veve¯Ì",1961-01-01,1970-12-31,16.5981,49.2067,253,"SSV_N"
"B2BVEV01","Brno, Veve¯Ì",1971-01-01,1984-12-31,16.5844,49.2003,284,"SSV_N"
"B2BVEV01","Brno, Veve¯Ì",1961-01-01,1970-12-31,16.5981,49.2067,253,"T_N"
"B2BVEV01","Brno, Veve¯Ì",1971-01-01,1984-12-31,16.5844,49.2003,284,"T_N"
"B2BVEV01","Brno, Veve¯Ì",1961-01-01,1970-12-31,16.5981,49.2067,253,"TMA_N"
"B2BVEV01","Brno, Veve¯Ì",1971-01-01,1984-12-31,16.5844,49.2003,284,"TMA_N"
"B2BVEV01","Brno, Veve¯Ì",1961-01-01,1970-12-31,16.5981,49.2067,253,"TMI_N"
"B2BVEV01","Brno, Veve¯Ì",1971-01-01,1984-12-31,16.5844,49.2003,284,"TMI_N"
"B2BYSP01","Byst¯ice nad Pernötejnem",1961-01-01,2008-11-25,16.25,49.515,573,"F_N"
"B2BYSP01","Byst¯ice nad Pernötejnem",2008-11-26,2020-12-31,16.25401,49.52416,553,"F_N"
"B2BYSP01","Byst¯ice nad Pernötejnem",1961-01-01,2008-11-25,16.25,49.515,573,"Fmax_N"
"B2BYSP01","Byst¯ice nad Pernötejnem",2008-11-26,2020-12-31,16.25401,49.52416,553,"Fmax_N"
"B2BYSP01","Byst¯ice nad Pernötejnem",1961-01-01,2008-11-25,16.25,49.515,573,"H_N"
"B2BYSP01","Byst¯ice nad Pernötejnem",2008-11-26,2020-12-31,16.25401,49.52416,553,"H_N"
"B2BYSP01","Byst¯ice nad Pernötejnem",1961-01-01,2008-11-25,16.25,49.515,573,"SCE_N"
"B2BYSP01","Byst¯ice nad Pernötejnem",2008-11-26,2020-12-31,16.25401,49.52416,553,"SCE_N"
"B2BYSP01","Byst¯ice nad Pernötejnem",1961-01-01,2008-11-25,16.25,49.515,573,"SNO_N"
"B2BYSP01","Byst¯ice nad Pernötejnem",2008-11-26,2020-12-31,16.25401,49.52416,553,"SNO_N"
"B2BYSP01","Byst¯ice nad Pernötejnem",1961-01-01,2008-11-25,16.25,49.515,573,"SRA_N"
"B2BYSP01","Byst¯ice nad Pernötejnem",2008-11-26,2020-12-31,16.25401,49.52416,553,"SRA_N"
"B2BYSP01","Byst¯ice nad Pernötejnem",1961-01-01,2008-11-25,16.25,49.515,573,"SSV_N"
"B2BYSP01","Byst¯ice nad Pernötejnem",2008-11-26,2020-12-31,16.25401,49.52416,553,"SSV_N"
"B2BYSP01","Byst¯ice nad Pernötejnem",1961-01-01,2008-11-25,16.25,49.515,573,"T_N"
"B2BYSP01","Byst¯ice nad Pernötejnem",2008-11-26,2020-12-31,16.25401,49.52416,553,"T_N"
"B2BYSP01","Byst¯ice nad Pernötejnem",1961-01-01,2008-11-25,16.25,49.515,573,"TMA_N"
"B2BYSP01","Byst¯ice nad Pernötejnem",2008-11-26,2020-12-31,16.25401,49.52416,553,"TMA_N"
"B2BYSP01","Byst¯ice nad Pernötejnem",1961-01-01,2008-11-25,16.25,49.515,573,"TMI_N"
"B2BYSP01","Byst¯ice nad Pernötejnem",2008-11-26,2020-12-31,16.25401,49.52416,553,"TMI_N"
"B2BZAB01","Brno, éabov¯esky",1973-01-01,2020-12-31,16.5677,49.2165,236,"F_N"
"B2BZAB01","Brno, éabov¯esky",1973-01-01,2020-12-31,16.5677,49.2165,236,"Fmax_N"
"B2BZAB01","Brno, éabov¯esky",1973-01-01,2020-12-31,16.5677,49.2165,236,"H_N"
"B2BZAB01","Brno, éabov¯esky",1973-01-01,2020-12-31,16.5677,49.2165,236,"SCE_N"
"B2BZAB01","Brno, éabov¯esky",1973-01-01,2020-12-31,16.5677,49.2165,236,"SNO_N"
"B2BZAB01","Brno, éabov¯esky",1973-01-01,2020-12-31,16.5677,49.2165,236,"SRA_N"
"B2BZAB01","Brno, éabov¯esky",1973-01-01,2020-12-31,16.5677,49.2165,236,"SSV_N"
"B2BZAB01","Brno, éabov¯esky",1973-01-01,2020-12-31,16.5677,49.2165,236,"T_N"
"B2BZAB01","Brno, éabov¯esky",1973-01-01,2020-12-31,16.5677,49.2165,236,"TMA_N"
"B2BZAB01","Brno, éabov¯esky",1973-01-01,2020-12-31,16.5677,49.2165,236,"TMI_N"
"B2BZID01","Brno, éidenice",1998-04-01,2018-06-30,16.6431,49.1983,203,"SCE_N"
"B2BZID01","Brno, éidenice",2019-04-01,2020-12-31,16.631111,49.1983,200,"SCE_N"
"B2BZID01","Brno, éidenice",1998-04-01,2018-06-30,16.6431,49.1983,203,"SNO_N"
"B2BZID01","Brno, éidenice",2019-04-01,2020-12-31,16.631111,49.1983,200,"SNO_N"
"B2BZID01","Brno, éidenice",1998-04-01,2018-06-30,16.6431,49.1983,203,"SRA_N"
"B2BZID01","Brno, éidenice",2019-04-01,2020-12-31,16.631111,49.1983,200,"SRA_N"
"B2CASH01","»astohostice",1970-12-01,1973-11-30,15.82,49.0169,430,"SCE_N"
"B2CASH01","»astohostice",1970-12-01,1973-11-30,15.82,49.0169,430,"SNO_N"
"B2CASH01","»astohostice",1970-12-01,1973-11-30,15.82,49.0169,430,"SRA_N"
"B2CEJK01","»ejkovice",1971-05-01,1979-12-31,16.9465,48.9045,217,"F_N"
"B2CEJK01","»ejkovice",1971-05-01,1979-12-31,16.9465,48.9045,217,"H_N"
"B2CEJK01","»ejkovice",1971-05-01,1979-12-31,16.9465,48.9045,217,"SCE_N"
"B2CEJK01","»ejkovice",1971-05-01,1979-12-31,16.9465,48.9045,217,"SNO_N"
"B2CEJK01","»ejkovice",1971-05-01,1979-12-31,16.9465,48.9045,217,"SRA_N"
"B2CEJK01","»ejkovice",1971-05-01,1979-12-31,16.9465,48.9045,217,"T_N"
"B2CEJK01","»ejkovice",1971-05-01,1979-12-31,16.9465,48.9045,217,"TMA_N"
"B2CEJK01","»ejkovice",1971-05-01,1979-12-31,16.9465,48.9045,217,"TMI_N"
"B2CIZK01","⁄suöÌ, »Ìûky",1993-09-01,2008-06-18,16.3653,49.3292,395,"F_N"
"B2CIZK01","⁄suöÌ, »Ìûky",2008-06-19,2009-04-30,16.3667,49.3292,397,"F_N"
"B2CIZK01","⁄suöÌ, »Ìûky",1993-09-01,2008-06-18,16.3653,49.3292,395,"H_N"
"B2CIZK01","⁄suöÌ, »Ìûky",2008-06-19,2009-04-30,16.3667,49.3292,397,"H_N"
"B2CIZK01","⁄suöÌ, »Ìûky",1993-09-01,2008-06-18,16.3653,49.3292,395,"SCE_N"
"B2CIZK01","⁄suöÌ, »Ìûky",2008-06-19,2009-04-30,16.3667,49.3292,397,"SCE_N"
"B2CIZK01","⁄suöÌ, »Ìûky",1993-09-01,2008-06-18,16.3653,49.3292,395,"SNO_N"
"B2CIZK01","⁄suöÌ, »Ìûky",2008-06-19,2009-04-30,16.3667,49.3292,397,"SNO_N"
"B2CIZK01","⁄suöÌ, »Ìûky",1993-09-01,2008-06-18,16.3653,49.3292,395,"SRA_N"
"B2CIZK01","⁄suöÌ, »Ìûky",2008-06-19,2009-04-30,16.3667,49.3292,397,"SRA_N"
"B2CIZK01","⁄suöÌ, »Ìûky",1993-09-01,2008-06-18,16.3653,49.3292,395,"T_N"
"B2CIZK01","⁄suöÌ, »Ìûky",2008-06-19,2009-04-30,16.3667,49.3292,397,"T_N"
"B2CIZK01","⁄suöÌ, »Ìûky",1993-09-01,2008-06-18,16.3653,49.3292,395,"TMA_N"
"B2CIZK01","⁄suöÌ, »Ìûky",2008-06-19,2009-04-30,16.3667,49.3292,397,"TMA_N"
"B2CIZK01","⁄suöÌ, »Ìûky",1993-09-01,2008-06-18,16.3653,49.3292,395,"TMI_N"
"B2CIZK01","⁄suöÌ, »Ìûky",2008-06-19,2009-04-30,16.3667,49.3292,397,"TMI_N"
"B2CRUD01","»esk˝ Rudolec",1981-05-01,1992-12-31,15.3236,49.0683,515,"SCE_N"
"B2CRUD01","»esk˝ Rudolec",1993-01-01,2020-12-31,15.322222,49.073333,520,"SCE_N"
"B2CRUD01","»esk˝ Rudolec",1981-05-01,1992-12-31,15.3236,49.0683,515,"SNO_N"
"B2CRUD01","»esk˝ Rudolec",1993-01-01,2020-12-31,15.322222,49.073333,520,"SNO_N"
"B2CRUD01","»esk˝ Rudolec",1981-05-01,1992-12-31,15.3236,49.0683,515,"SRA_N"
"B2CRUD01","»esk˝ Rudolec",1993-01-01,2020-12-31,15.322222,49.073333,520,"SRA_N"
"B2DACI01","DaËice",1961-01-01,1969-12-31,15.4331,49.0839,495,"SCE_N"
"B2DACI01","DaËice",1970-01-01,1986-08-31,15.4331,49.0847,480,"SCE_N"
"B2DACI01","DaËice",1986-11-01,2020-12-31,15.4344,49.0831,486,"SCE_N"
"B2DACI01","DaËice",1961-01-01,1969-12-31,15.4331,49.0839,495,"SNO_N"
"B2DACI01","DaËice",1970-01-01,1986-08-31,15.4331,49.0847,480,"SNO_N"
"B2DACI01","DaËice",1986-11-01,2020-12-31,15.4344,49.0831,486,"SNO_N"
"B2DACI01","DaËice",1961-01-01,1969-12-31,15.4331,49.0839,495,"SRA_N"
"B2DACI01","DaËice",1970-01-01,1986-08-31,15.4331,49.0847,480,"SRA_N"
"B2DACI01","DaËice",1986-11-01,2020-12-31,15.4344,49.0831,486,"SRA_N"
"B2DRNH01","Drnholec",1961-01-01,1991-02-28,16.4636,48.8647,179,"SCE_N"
"B2DRNH01","Drnholec",1991-03-01,1994-02-15,16.4881,48.8575,210,"SCE_N"
"B2DRNH01","Drnholec",1994-02-16,1995-01-31,16.49,48.8567,180,"SCE_N"
"B2DRNH01","Drnholec",1995-02-01,2012-12-31,16.49,48.8567,190,"SCE_N"
"B2DRNH01","Drnholec",2013-05-01,2020-12-31,16.48,48.8589,210,"SCE_N"
"B2DRNH01","Drnholec",1961-01-01,1991-02-28,16.4636,48.8647,179,"SNO_N"
"B2DRNH01","Drnholec",1991-03-01,1994-02-15,16.4881,48.8575,210,"SNO_N"
"B2DRNH01","Drnholec",1994-02-16,1995-01-31,16.49,48.8567,180,"SNO_N"
"B2DRNH01","Drnholec",1995-02-01,2012-12-31,16.49,48.8567,190,"SNO_N"
"B2DRNH01","Drnholec",2013-05-01,2020-12-31,16.48,48.8589,210,"SNO_N"
"B2DRNH01","Drnholec",1961-01-01,1991-02-28,16.4636,48.8647,179,"SRA_N"
"B2DRNH01","Drnholec",1991-03-01,1994-02-15,16.4881,48.8575,210,"SRA_N"
"B2DRNH01","Drnholec",1994-02-16,1995-01-31,16.49,48.8567,180,"SRA_N"
"B2DRNH01","Drnholec",1995-02-01,2012-12-31,16.49,48.8567,190,"SRA_N"
"B2DRNH01","Drnholec",2013-05-01,2020-12-31,16.48,48.8589,210,"SRA_N"
"B2DUBN01","DubÚany",1961-01-01,1969-12-31,17.0726,48.9258,200,"SCE_N"
"B2DUBN01","DubÚany",1971-04-01,1973-07-31,17.0889,48.9183,200,"SCE_N"
"B2DUBN01","DubÚany",1973-08-01,1995-12-31,17.1017,48.9211,195,"SCE_N"
"B2DUBN01","DubÚany",1996-03-01,2020-12-31,17.1028,48.9208,200,"SCE_N"
"B2DUBN01","DubÚany",1961-01-01,1969-12-31,17.0726,48.9258,200,"SNO_N"
"B2DUBN01","DubÚany",1971-04-01,1973-07-31,17.0889,48.9183,200,"SNO_N"
"B2DUBN01","DubÚany",1973-08-01,1995-12-31,17.1017,48.9211,195,"SNO_N"
"B2DUBN01","DubÚany",1996-03-01,2020-12-31,17.1028,48.9208,200,"SNO_N"
"B2DUBN01","DubÚany",1961-01-01,1969-12-31,17.0726,48.9258,200,"SRA_N"
"B2DUBN01","DubÚany",1971-04-01,1973-07-31,17.0889,48.9183,200,"SRA_N"
"B2DUBN01","DubÚany",1973-08-01,1995-12-31,17.1017,48.9211,195,"SRA_N"
"B2DUBN01","DubÚany",1996-03-01,2020-12-31,17.1028,48.9208,200,"SRA_N"
"B2DUKO01","Dukovany",1982-06-01,2000-05-31,16.1344,49.0958,400,"F_N"
"B2DUKO01","Dukovany",2000-06-01,2020-12-31,16.134444,49.095556,400.15,"F_N"
"B2DUKO01","Dukovany",1982-06-01,2000-05-31,16.1344,49.0958,400,"Fmax_N"
"B2DUKO01","Dukovany",2000-06-01,2020-12-31,16.134444,49.095556,400.15,"Fmax_N"
"B2DUKO01","Dukovany",1982-06-01,2000-05-31,16.1344,49.0958,400,"H_N"
"B2DUKO01","Dukovany",2000-06-01,2020-12-31,16.134444,49.095556,400.15,"H_N"
"B2DUKO01","Dukovany",1982-06-01,2000-05-31,16.1344,49.0958,400,"P_N"
"B2DUKO01","Dukovany",2000-06-01,2020-12-31,16.134444,49.095556,400.15,"P_N"
"B2DUKO01","Dukovany",1982-06-01,2000-05-31,16.1344,49.0958,400,"SCE_N"
"B2DUKO01","Dukovany",2000-06-01,2020-12-31,16.134444,49.095556,400.15,"SCE_N"
"B2DUKO01","Dukovany",1982-06-01,2000-05-31,16.1344,49.0958,400,"SNO_N"
"B2DUKO01","Dukovany",2000-06-01,2020-12-31,16.134444,49.095556,400.15,"SNO_N"
"B2DUKO01","Dukovany",1982-06-01,2000-05-31,16.1344,49.0958,400,"SRA_N"
"B2DUKO01","Dukovany",2000-06-01,2020-12-31,16.134444,49.095556,400.15,"SRA_N"
"B2DUKO01","Dukovany",1982-06-01,2000-05-31,16.1344,49.0958,400,"SSV_N"
"B2DUKO01","Dukovany",2000-06-01,2020-12-31,16.134444,49.095556,400.15,"SSV_N"
"B2DUKO01","Dukovany",1982-06-01,2000-05-31,16.1344,49.0958,400,"T_N"
"B2DUKO01","Dukovany",2000-06-01,2020-12-31,16.134444,49.095556,400.15,"T_N"
"B2DUKO01","Dukovany",1982-06-01,2000-05-31,16.1344,49.0958,400,"TMA_N"
"B2DUKO01","Dukovany",2000-06-01,2020-12-31,16.134444,49.095556,400.15,"TMA_N"
